time, acc_x, acc_y, acc_z, linacc_x, linacc_y, linacc_z, grav_x, grav_y, grav_z, eurl_x, eurl_y, eurl_z, eurl_w, gyro_x, gyro_y, gyro_z, velocity_x, velocity_y, velocity_z, temp, pressure, altitude 
31397 , 3.52 , -3.34 , 8.55 , -0.08 , 0.20 , 0.15 , 3.61 , -3.54 , 8.39 , 0.03 , 0.27 , -0.58 , -0.77 , -3.12 , -8.75 , -2.44 , 0 , 7 , 3 , 27.11 , 101005.33 , 26.65
31446 , 3.62 , -3.20 , 8.56 , -0.05 , 0.33 , 0.19 , 3.68 , -3.54 , 8.36 , 0.03 , 0.27 , -0.58 , -0.77 , -2.06 , -10.69 , -1.44 , 0 , 6 , 3 , 27.11 , 101005.21 , 26.68
31502 , 3.49 , -3.42 , 8.52 , -0.26 , 0.11 , 0.18 , 3.76 , -3.54 , 8.33 , 0.03 , 0.27 , -0.58 , -0.77 , -6.19 , -8.94 , -9.50 , 0 , 0 , 7 , 27.11 , 101005.29 , 26.63
31548 , 3.51 , -3.61 , 8.64 , -0.31 , -0.05 , 0.35 , 3.82 , -3.56 , 8.29 , 0.03 , 0.28 , -0.58 , -0.77 , -9.94 , -7.19 , -10.12 , 0 , 1 , 9 , 27.11 , 101006.24 , 26.57
31597 , 3.53 , -3.53 , 8.67 , -0.33 , 0.06 , 0.41 , 3.86 , -3.60 , 8.26 , 0.03 , 0.28 , -0.57 , -0.77 , -11.06 , -5.50 , -10.75 , 0 , 0 , 10 , 27.12 , 101006.34 , 26.52
31654 , 3.46 , -3.76 , 8.64 , -0.42 , -0.13 , 0.40 , 3.88 , -3.63 , 8.23 , 0.03 , 0.28 , -0.57 , -0.77 , -11.38 , -0.81 , -10.25 , 0 , 1 , 9 , 27.11 , 101006.52 , 26.52
31701 , 3.63 , -3.52 , 8.53 , -0.22 , 0.14 , 0.30 , 3.86 , -3.67 , 8.23 , 0.04 , 0.28 , -0.56 , -0.78 , -7.38 , 1.62 , -6.00 , 0 , 1 , 3 , 27.11 , 101005.98 , 26.60
31748 , 3.55 , -3.70 , 8.37 , -0.29 , 0.00 , 0.14 , 3.84 , -3.69 , 8.22 , 0.04 , 0.28 , -0.56 , -0.78 , -12.19 , 6.00 , -10.44 , 0 , 0 , 3 , 27.12 , 101006.11 , 26.61
31804 , 3.54 , -3.66 , 8.39 , -0.25 , 0.08 , 0.16 , 3.80 , -3.75 , 8.22 , 0.04 , 0.28 , -0.56 , -0.78 , -7.94 , 6.19 , -1.81 , 0 , 10 , 1 , 27.12 , 101006.20 , 26.56
31858 , 3.75 , -3.35 , 8.25 , 0.00 , 0.42 , 0.01 , 3.75 , -3.77 , 8.23 , 0.05 , 0.28 , -0.56 , -0.78 , -0.25 , 5.19 , 5.38 , 4 , 17 , 0 , 27.12 , 101007.09 , 26.49
31903 , 3.92 , -3.14 , 8.20 , 0.21 , 0.64 , -0.04 , 3.70 , -3.79 , 8.24 , 0.05 , 0.28 , -0.56 , -0.78 , -3.38 , 6.12 , 0.31 , 3 , 11 , 0 , 27.12 , 101006.76 , 26.53
31951 , 3.84 , -3.25 , 8.15 , 0.13 , 0.49 , -0.11 , 3.70 , -3.75 , 8.26 , 0.05 , 0.28 , -0.55 , -0.78 , -2.94 , 5.31 , -5.69 , 2 , 7 , 0 , 27.13 , 101006.91 , 26.53
32005 , 3.86 , -3.39 , 8.17 , 0.16 , 0.33 , -0.10 , 3.70 , -3.72 , 8.27 , 0.05 , 0.27 , -0.55 , -0.79 , -2.25 , 4.19 , -4.75 , 3 , 7 , 0 , 27.12 , 101006.77 , 26.56
32052 , 3.82 , -3.43 , 8.16 , 0.11 , 0.27 , -0.11 , 3.70 , -3.71 , 8.28 , 0.05 , 0.27 , -0.55 , -0.79 , -2.06 , 3.06 , -5.56 , 0 , 1 , 0 , 27.12 , 101006.80 , 26.53
32100 , 3.78 , -3.68 , 8.13 , 0.07 , 0.01 , -0.15 , 3.70 , -3.69 , 8.29 , 0.05 , 0.27 , -0.55 , -0.79 , -0.44 , 3.12 , -3.94 , 2 , 2 , 0 , 27.13 , 101006.30 , 26.61
32150 , 3.85 , -3.54 , 8.07 , 0.13 , 0.13 , -0.21 , 3.71 , -3.68 , 8.29 , 0.05 , 0.27 , -0.55 , -0.79 , 0.38 , -0.12 , -2.44 , 2 , 3 , 0 , 27.12 , 101005.31 , 26.65
32200 , 3.79 , -3.59 , 8.21 , 0.06 , 0.08 , -0.05 , 3.73 , -3.68 , 8.28 , 0.05 , 0.27 , -0.54 , -0.79 , -2.31 , -0.69 , -5.31 , 0 , 0 , 0 , 27.12 , 101004.23 , 26.71
32255 , 3.78 , -3.62 , 8.25 , 0.02 , 0.04 , -0.02 , 3.75 , -3.67 , 8.27 , 0.05 , 0.27 , -0.54 , -0.79 , -0.56 , -2.12 , -3.31 , 0 , 4 , 3 , 27.12 , 101005.12 , 26.63
32302 , 3.77 , -3.54 , 8.39 , -0.01 , 0.12 , 0.12 , 3.78 , -3.67 , 8.26 , 0.05 , 0.28 , -0.54 , -0.79 , -2.81 , -1.56 , -5.75 , 0 , 0 , 1 , 27.12 , 101006.38 , 26.56
32351 , 3.62 , -3.75 , 8.28 , -0.18 , -0.08 , 0.02 , 3.81 , -3.67 , 8.25 , 0.05 , 0.28 , -0.54 , -0.79 , -2.12 , -1.06 , -5.00 , 0 , 0 , 0 , 27.12 , 101006.44 , 26.52
32406 , 3.64 , -3.67 , 8.33 , -0.17 , 0.00 , 0.08 , 3.81 , -3.67 , 8.24 , 0.05 , 0.28 , -0.54 , -0.80 , -0.69 , -1.25 , -0.19 , 0 , 6 , 3 , 27.12 , 101006.74 , 26.53
32452 , 3.81 , -3.52 , 8.35 , -0.01 , 0.14 , 0.10 , 3.82 , -3.67 , 8.24 , 0.05 , 0.28 , -0.54 , -0.80 , -0.44 , -1.19 , 0.38 , 0 , 3 , 2 , 27.12 , 101006.60 , 26.54
32502 , 3.68 , -3.53 , 8.36 , -0.15 , 0.13 , 0.12 , 3.83 , -3.67 , 8.24 , 0.05 , 0.28 , -0.54 , -0.80 , -3.25 , -0.44 , -4.12 , 0 , 0 , 2 , 27.12 , 101007.36 , 26.49
32558 , 3.67 , -3.64 , 8.33 , -0.15 , 0.03 , 0.10 , 3.83 , -3.68 , 8.23 , 0.05 , 0.28 , -0.53 , -0.80 , -2.69 , 0.75 , -2.19 , 0 , 7 , 0 , 27.12 , 101007.45 , 26.53
32611 , 3.70 , -3.41 , 8.30 , -0.13 , 0.27 , 0.07 , 3.83 , -3.68 , 8.23 , 0.05 , 0.28 , -0.53 , -0.80 , -1.62 , 0.25 , -2.94 , 0 , 1 , 1 , 27.12 , 101006.61 , 26.58
32656 , 3.75 , -3.61 , 8.39 , -0.08 , 0.07 , 0.15 , 3.83 , -3.68 , 8.23 , 0.05 , 0.28 , -0.53 , -0.80 , -3.75 , 1.75 , -5.12 , 2 , 6 , 3 , 27.12 , 101006.07 , 26.59
32705 , 3.85 , -3.40 , 8.44 , 0.00 , 0.28 , 0.21 , 3.84 , -3.68 , 8.23 , 0.05 , 0.28 , -0.53 , -0.80 , -2.56 , -0.38 , -5.31 , 0 , 0 , 0 , 27.13 , 101007.08 , 26.47
32758 , 3.52 , -3.67 , 8.23 , -0.33 , 0.00 , 0.00 , 3.86 , -3.67 , 8.22 , 0.05 , 0.28 , -0.52 , -0.80 , -2.88 , 1.25 , -9.69 , 0 , 0 , 0 , 27.13 , 101008.16 , 26.43
32810 , 3.64 , -3.80 , 8.16 , -0.22 , -0.12 , -0.06 , 3.86 , -3.67 , 8.22 , 0.05 , 0.28 , -0.52 , -0.81 , -3.38 , 2.44 , -4.56 , 0 , 3 , 0 , 27.13 , 101007.86 , 26.44
32860 , 3.76 , -3.54 , 8.26 , -0.09 , 0.13 , 0.03 , 3.85 , -3.68 , 8.22 , 0.05 , 0.28 , -0.52 , -0.81 , 0.56 , 1.00 , 0.19 , 0 , 4 , 2 , 27.13 , 101007.43 , 26.46
32913 , 3.86 , -3.53 , 8.32 , 0.01 , 0.14 , 0.08 , 3.84 , -3.67 , 8.23 , 0.05 , 0.28 , -0.52 , -0.81 , -0.12 , 2.44 , -1.12 , 0 , 5 , 0 , 27.12 , 101007.52 , 26.47
32958 , 3.75 , -3.51 , 8.20 , -0.07 , 0.16 , -0.04 , 3.83 , -3.67 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , 0.69 , 2.44 , -1.56 , 0 , 0 , 0 , 27.12 , 101007.11 , 26.50
33005 , 3.85 , -3.60 , 8.05 , 0.02 , 0.04 , -0.20 , 3.82 , -3.65 , 8.25 , 0.05 , 0.28 , -0.52 , -0.81 , 2.25 , 2.06 , 0.62 , 1 , 2 , 0 , 27.13 , 101007.23 , 26.45
33059 , 3.86 , -3.54 , 8.03 , 0.06 , 0.11 , -0.09 , 3.81 , -3.64 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 2.12 , -1.25 , 0.94 , 0 , 3 , 1 , 27.12 , 101006.56 , 26.57
33106 , 3.90 , -3.48 , 8.31 , 0.07 , 0.15 , 0.04 , 3.82 , -3.63 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 2.75 , -2.00 , 1.81 , 1 , 3 , 0 , 27.13 , 101006.15 , 26.58
33154 , 3.86 , -3.44 , 8.31 , -0.01 , 0.13 , 0.04 , 3.84 , -3.61 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 2.19 , -2.00 , -0.19 , 0 , 0 , 0 , 27.13 , 101006.20 , 26.58
33210 , 3.74 , -3.66 , 8.20 , -0.11 , -0.06 , -0.05 , 3.85 , -3.59 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 1.69 , -1.56 , -1.88 , 0 , 0 , 0 , 27.13 , 101006.49 , 26.60
33257 , 3.75 , -3.63 , 8.22 , -0.12 , -0.04 , -0.03 , 3.87 , -3.58 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 0.50 , -2.69 , -1.50 , 0 , 0 , 0 , 27.13 , 101006.41 , 26.56
33305 , 3.73 , -3.60 , 8.27 , -0.19 , -0.05 , 0.02 , 3.89 , -3.58 , 8.25 , 0.05 , 0.28 , -0.52 , -0.81 , 0.06 , -2.44 , -1.56 , 0 , 0 , 2 , 27.13 , 101005.50 , 26.63
33361 , 3.78 , -3.67 , 8.41 , -0.07 , -0.10 , 0.19 , 3.91 , -3.58 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , -1.00 , -2.19 , -0.56 , 0 , 3 , 5 , 27.12 , 101006.16 , 26.55
33408 , 3.72 , -3.50 , 8.33 , -0.19 , 0.07 , 0.09 , 3.91 , -3.57 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , 1.69 , -1.06 , -0.38 , 0 , 0 , 0 , 27.12 , 101006.02 , 26.59
33457 , 3.76 , -3.60 , 8.13 , -0.14 , -0.02 , -0.11 , 3.91 , -3.58 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , -1.69 , 0.94 , -0.56 , 0 , 3 , 0 , 27.13 , 101006.30 , 26.58
33512 , 3.81 , -3.41 , 8.21 , -0.10 , 0.16 , -0.03 , 3.91 , -3.58 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , -0.31 , -1.25 , 0.38 , 0 , 4 , 2 , 27.12 , 101006.38 , 26.52
33566 , 3.79 , -3.41 , 8.37 , -0.12 , 0.16 , 0.13 , 3.92 , -3.58 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , -1.50 , -0.69 , -1.19 , 0 , 5 , 4 , 27.12 , 101007.44 , 26.55
33614 , 3.82 , -3.34 , 8.37 , -0.09 , 0.23 , 0.12 , 3.91 , -3.58 , 8.24 , 0.05 , 0.28 , -0.52 , -0.81 , 1.38 , 0.94 , 0.00 , 0 , 5 , 0 , 27.13 , 101006.13 , 26.58
33662 , 3.87 , -3.37 , 8.22 , -0.03 , 0.18 , -0.03 , 3.90 , -3.56 , 8.25 , 0.05 , 0.28 , -0.52 , -0.81 , 1.44 , 1.62 , -1.31 , 0 , 2 , 0 , 27.13 , 101005.78 , 26.53
33709 , 3.81 , -3.49 , 8.14 , -0.08 , 0.04 , -0.12 , 3.90 , -3.54 , 8.26 , 0.05 , 0.28 , -0.52 , -0.81 , 1.00 , 1.38 , -3.56 , 0 , 0 , 0 , 27.13 , 101006.88 , 26.52
33758 , 3.87 , -3.54 , 8.12 , -0.02 , -0.04 , -0.12 , 3.91 , -3.52 , 8.27 , 0.05 , 0.28 , -0.52 , -0.81 , 0.81 , 0.00 , -2.69 , 0 , 1 , 0 , 27.13 , 101005.90 , 26.61
33814 , 3.93 , -3.53 , 8.29 , 0.01 , -0.01 , 0.02 , 3.91 , -3.51 , 8.27 , 0.05 , 0.28 , -0.52 , -0.81 , 0.44 , -0.56 , -3.69 , 0 , 0 , 0 , 27.12 , 101006.48 , 26.53
33860 , 3.78 , -3.60 , 8.18 , -0.14 , -0.10 , -0.08 , 3.93 , -3.49 , 8.27 , 0.04 , 0.28 , -0.52 , -0.81 , 0.69 , 0.19 , -5.25 , 0 , 0 , 0 , 27.12 , 101007.27 , 26.49
33909 , 3.91 , -3.59 , 8.12 , -0.03 , -0.08 , -0.22 , 3.93 , -3.49 , 8.27 , 0.04 , 0.28 , -0.51 , -0.81 , -0.38 , 1.06 , -3.56 , 0 , 0 , 0 , 27.13 , 101007.66 , 26.49
33964 , 3.82 , -3.50 , 8.11 , -0.13 , 0.00 , -0.05 , 3.94 , -3.48 , 8.27 , 0.04 , 0.28 , -0.51 , -0.81 , -1.62 , 0.38 , -4.56 , 0 , 0 , 1 , 27.12 , 101006.94 , 26.49
34010 , 3.85 , -3.49 , 8.43 , -0.10 , -0.01 , 0.16 , 3.95 , -3.48 , 8.26 , 0.04 , 0.28 , -0.51 , -0.81 , 1.19 , -1.12 , -1.00 , 0 , 4 , 3 , 27.13 , 101006.75 , 26.53
34059 , 3.97 , -3.18 , 8.42 , -0.01 , 0.36 , 0.16 , 3.95 , -3.46 , 8.27 , 0.04 , 0.28 , -0.51 , -0.81 , 1.38 , 0.06 , -2.38 , 0 , 12 , 0 , 27.13 , 101006.48 , 26.54
34115 , 3.39 , -2.96 , 8.00 , -0.63 , 0.27 , -0.45 , 3.96 , -3.41 , 8.29 , 0.04 , 0.27 , -0.51 , -0.81 , 3.50 , 4.88 , -11.75 , 0 , 0 , 0 , 27.13 , 101007.12 , 26.54
34162 , 3.87 , -3.68 , 7.98 , -0.08 , -0.30 , -0.32 , 3.95 , -3.38 , 8.31 , 0.04 , 0.27 , -0.50 , -0.82 , -6.81 , 7.69 , -14.25 , 7 , 0 , 2 , 27.13 , 101006.69 , 26.54
34210 , 4.27 , -3.61 , 8.39 , 0.37 , -0.17 , 0.19 , 3.96 , -3.42 , 8.29 , 0.05 , 0.27 , -0.50 , -0.82 , -11.56 , 0.62 , -8.56 , 16 , 0 , 16 , 27.13 , 101006.51 , 26.55
34267 , 4.87 , -3.61 , 9.42 , 0.86 , -0.09 , 1.19 , 4.00 , -3.51 , 8.23 , 0.05 , 0.28 , -0.50 , -0.82 , -17.06 , -7.69 , 0.00 , 1 , 17 , 37 , 27.13 , 101006.53 , 26.49
34320 , 3.91 , -2.87 , 9.36 , -0.15 , 0.73 , 1.20 , 4.06 , -3.60 , 8.16 , 0.05 , 0.29 , -0.50 , -0.82 , -3.00 , -14.00 , 10.50 , 0 , 18 , 9 , 27.13 , 101007.51 , 26.51
34365 , 3.26 , -3.04 , 8.12 , -0.80 , 0.60 , -0.02 , 4.06 , -3.64 , 8.14 , 0.05 , 0.29 , -0.50 , -0.81 , 4.12 , -0.62 , 16.88 , 0 , 8 , 0 , 27.13 , 101006.91 , 26.52
34413 , 3.80 , -3.37 , 7.90 , -0.16 , 0.32 , -0.26 , 3.97 , -3.70 , 8.16 , 0.05 , 0.28 , -0.51 , -0.81 , 0.56 , 3.94 , 27.06 , 35 , 0 , 19 , 27.13 , 101006.63 , 26.63
34462 , 5.66 , -3.46 , 9.63 , 1.82 , 0.38 , 1.47 , 3.84 , -3.85 , 8.15 , 0.06 , 0.28 , -0.52 , -0.80 , -2.38 , -6.69 , 56.38 , 91 , 79 , 98 , 27.13 , 101005.52 , 26.63
34511 , 5.14 , -2.33 , 10.17 , 1.39 , 1.61 , 2.01 , 3.73 , -3.95 , 8.16 , 0.06 , 0.28 , -0.55 , -0.78 , 35.56 , -21.88 , 78.88 , 49 , 79 , 70 , 27.13 , 101006.42 , 26.50
34568 , 3.53 , -2.87 , 8.94 , -0.08 , 0.73 , 0.52 , 3.55 , -3.85 , 8.28 , 0.05 , 0.27 , -0.58 , -0.77 , 45.81 , 3.25 , 66.62 , 15 , 0 , 0 , 27.13 , 101006.92 , 26.52
34614 , 3.92 , -4.30 , 8.16 , 0.70 , -0.53 , -0.29 , 3.21 , -3.77 , 8.46 , 0.05 , 0.26 , -0.61 , -0.75 , 32.31 , 27.69 , 63.62 , 30 , 0 , 0 , 27.13 , 101006.93 , 26.52
34663 , 4.19 , -4.57 , 7.51 , 1.43 , -0.86 , -1.19 , 2.76 , -3.71 , 8.64 , 0.05 , 0.24 , -0.63 , -0.73 , 36.00 , 28.25 , 84.12 , 97 , 33 , 17 , 27.13 , 101007.12 , 26.52
34719 , 4.65 , -3.80 , 7.15 , 2.35 , -0.20 , -1.66 , 2.30 , -3.60 , 8.82 , 0.05 , 0.22 , -0.67 , -0.71 , 53.81 , 9.00 , 123.00 , 123 , 62 , 0 , 27.12 , 101006.82 , 26.49
34767 , 4.35 , -3.21 , 6.32 , 2.41 , 0.20 , -2.65 , 1.93 , -3.42 , 8.98 , 0.05 , 0.20 , -0.71 , -0.67 , 46.94 , -3.81 , 117.12 , 150 , 88 , 6 , 27.12 , 101006.97 , 26.51
34815 , 3.67 , -3.88 , 5.06 , 1.93 , -0.53 , -3.98 , 1.73 , -3.34 , 9.05 , 0.05 , 0.19 , -0.74 , -0.64 , 24.19 , -20.12 , 91.25 , 141 , 74 , 0 , 27.13 , 101006.69 , 26.57
34871 , 3.74 , -4.24 , 5.39 , 1.95 , -1.00 , -3.68 , 1.79 , -3.24 , 9.07 , 0.03 , 0.19 , -0.77 , -0.60 , 37.94 , -64.00 , 114.06 , 100 , 24 , 0 , 27.13 , 101005.84 , 26.59
34917 , 3.74 , -4.38 , 6.95 , 1.62 , -1.16 , -2.06 , 2.12 , -3.21 , 9.01 , 0.00 , 0.20 , -0.81 , -0.56 , 23.81 , -95.88 , 110.75 , 81 , 25 , 33 , 27.13 , 101005.93 , 26.60
34966 , 4.18 , -4.09 , 8.60 , 1.68 , -0.74 , -0.26 , 2.50 , -3.35 , 8.86 , -0.02 , 0.22 , -0.84 , -0.50 , 17.62 , -102.69 , 133.38 , 95 , 45 , 57 , 27.13 , 101006.92 , 26.50
35021 , 5.06 , -3.20 , 9.38 , 2.14 , 0.26 , 0.68 , 2.91 , -3.46 , 8.69 , -0.05 , 0.23 , -0.86 , -0.44 , 32.62 , -113.69 , 148.12 , 105 , 97 , 83 , 27.13 , 101007.30 , 26.49
35068 , 4.75 , -1.63 , 9.55 , 1.41 , 1.93 , 1.05 , 3.33 , -3.57 , 8.50 , -0.09 , 0.24 , -0.89 , -0.38 , 35.25 , -109.50 , 121.62 , 63 , 97 , 58 , 27.13 , 101007.52 , 26.47
35116 , 4.35 , -1.49 , 8.65 , 0.62 , 2.14 , 0.34 , 3.72 , -3.64 , 8.30 , -0.12 , 0.25 , -0.90 , -0.33 , 19.38 , -85.62 , 70.69 , 6 , 50 , 1 , 27.13 , 101007.86 , 26.41
35172 , 4.07 , -1.76 , 8.07 , -0.06 , 1.97 , 0.00 , 4.13 , -3.73 , 8.06 , -0.14 , 0.26 , -0.90 , -0.31 , 1.94 , -74.88 , 25.00 , 0 , 26 , 2 , 27.13 , 101007.91 , 26.47
35218 , 3.98 , -2.97 , 8.04 , -0.61 , 0.78 , 0.24 , 4.60 , -3.76 , 7.79 , -0.17 , 0.27 , -0.90 , -0.30 , -2.94 , -72.62 , 1.75 , 5 , 11 , 41 , 27.13 , 101006.83 , 26.52
35267 , 5.27 , -3.30 , 9.63 , 0.20 , 0.53 , 2.17 , 5.07 , -3.84 , 7.46 , -0.20 , 0.28 , -0.89 , -0.29 , -6.44 , -79.69 , 10.69 , 0 , 24 , 71 , 27.13 , 101007.18 , 26.49
35323 , 5.11 , -2.34 , 10.66 , -0.41 , 1.50 , 3.54 , 5.53 , -3.85 , 7.11 , -0.23 , 0.29 , -0.89 , -0.27 , 26.62 , -88.38 , 27.25 , 0 , 51 , 105 , 27.13 , 101007.06 , 26.49
35376 , 4.51 , -1.94 , 10.63 , -1.40 , 1.78 , 3.75 , 5.91 , -3.72 , 6.87 , -0.26 , 0.29 , -0.89 , -0.25 , 42.75 , -61.75 , 12.31 , 0 , 26 , 68 , 27.13 , 101007.78 , 26.46
35424 , 3.76 , -2.87 , 8.75 , -2.36 , 0.55 , 1.91 , 6.12 , -3.43 , 6.84 , -0.28 , 0.27 , -0.89 , -0.24 , 36.19 , -1.62 , -22.31 , 0 , 0 , 10 , 27.13 , 101007.62 , 26.46
35474 , 4.44 , -3.59 , 7.18 , -1.68 , -0.46 , 0.19 , 6.12 , -3.12 , 6.98 , -0.28 , 0.26 , -0.89 , -0.25 , 30.81 , 17.44 , -18.88 , 0 , 0 , 0 , 27.13 , 101007.24 , 26.44
35520 , 5.75 , -3.88 , 6.70 , -0.30 , -0.99 , -0.44 , 6.05 , -2.89 , 7.15 , -0.28 , 0.24 , -0.90 , -0.25 , 44.31 , 6.56 , 10.19 , 8 , 0 , 0 , 27.13 , 101007.92 , 26.43
35568 , 6.39 , -3.39 , 6.61 , 0.31 , -0.72 , -0.27 , 6.05 , -2.69 , 7.22 , -0.28 , 0.23 , -0.90 , -0.24 , 42.75 , -15.81 , 12.38 , 1 , 0 , 15 , 27.13 , 101007.62 , 26.47
35623 , 6.21 , -3.91 , 7.86 , 0.09 , -1.43 , 0.60 , 6.12 , -2.55 , 7.21 , -0.29 , 0.22 , -0.90 , -0.23 , 21.19 , -6.81 , 1.62 , 2 , 0 , 0 , 27.13 , 101007.37 , 26.45
35678 , 6.22 , -4.66 , 7.16 , 0.10 , -2.22 , -0.09 , 6.12 , -2.43 , 7.26 , -0.29 , 0.21 , -0.90 , -0.23 , 19.00 , 4.94 , 3.56 , 28 , 0 , 0 , 27.13 , 101007.83 , 26.46
35730 , 7.24 , -3.64 , 6.93 , 1.22 , -1.19 , -0.40 , 6.02 , -2.44 , 7.33 , -0.29 , 0.21 , -0.91 , -0.23 , 27.56 , 2.25 , 44.38 , 63 , 60 , 0 , 27.13 , 101007.62 , 26.51
35777 , 6.42 , -2.05 , 5.18 , 0.43 , 0.31 , -2.21 , 5.98 , -2.37 , 7.39 , -0.29 , 0.20 , -0.91 , -0.21 , 43.25 , -9.50 , 8.62 , 5 , 0 , 0 , 27.13 , 101007.36 , 26.48
35827 , 6.22 , -2.65 , 4.72 , 0.18 , -0.50 , -2.69 , 6.04 , -2.14 , 7.41 , -0.29 , 0.19 , -0.91 , -0.21 , -1.88 , -5.44 , -33.56 , 0 , 0 , 0 , 27.14 , 101007.77 , 26.43
35873 , 5.99 , -2.28 , 5.08 , -0.24 , -0.21 , -2.19 , 6.23 , -2.07 , 7.27 , -0.30 , 0.19 , -0.91 , -0.23 , -24.69 , -10.12 , -48.75 , 0 , 0 , 0 , 27.14 , 101008.81 , 26.36
35920 , 6.17 , -2.30 , 6.63 , -0.27 , -0.35 , -0.49 , 6.44 , -1.95 , 7.12 , -0.31 , 0.20 , -0.90 , -0.25 , -20.50 , -26.31 , -43.50 , 0 , 0 , 7 , 27.13 , 101009.07 , 26.29
35977 , 6.47 , -2.20 , 7.58 , -0.19 , -0.35 , 0.63 , 6.66 , -1.85 , 6.94 , -0.32 , 0.20 , -0.89 , -0.27 , -7.25 , -29.56 , -26.69 , 0 , 2 , 9 , 27.13 , 101008.67 , 26.39
36023 , 6.67 , -1.46 , 7.00 , -0.16 , 0.24 , 0.18 , 6.83 , -1.71 , 6.82 , -0.33 , 0.20 , -0.88 , -0.27 , 11.31 , -16.12 , -12.19 , 11 , 1 , 0 , 27.13 , 101008.27 , 26.40
36071 , 7.41 , -1.53 , 6.20 , 0.54 , 0.03 , -0.61 , 6.87 , -1.56 , 6.81 , -0.34 , 0.20 , -0.88 , -0.28 , 18.31 , 0.00 , -12.62 , 13 , 0 , 0 , 27.13 , 101008.52 , 26.42
36129 , 7.47 , -1.71 , 5.39 , 0.57 , -0.38 , -1.44 , 6.89 , -1.33 , 6.84 , -0.34 , 0.19 , -0.88 , -0.28 , 36.31 , -4.94 , -8.94 , 22 , 0 , 0 , 27.13 , 101008.28 , 26.41
36181 , 7.66 , -2.79 , 4.53 , 0.68 , -1.71 , -2.27 , 6.97 , -1.08 , 6.80 , -0.35 , 0.17 , -0.88 , -0.27 , 59.69 , -26.94 , 15.56 , 5 , 0 , 0 , 27.13 , 101008.62 , 26.37
36228 , 7.24 , -1.46 , 5.32 , 0.07 , -0.62 , -1.32 , 7.16 , -0.83 , 6.64 , -0.37 , 0.15 , -0.88 , -0.25 , 64.94 , -33.62 , 26.44 , 10 , 0 , 0 , 27.13 , 101008.00 , 26.43
36275 , 7.54 , -1.51 , 6.15 , 0.20 , -0.79 , -0.31 , 7.33 , -0.71 , 6.46 , -0.39 , 0.15 , -0.88 , -0.24 , 20.56 , -28.56 , -2.00 , 0 , 0 , 0 , 27.14 , 101009.02 , 26.30
36323 , 7.23 , -2.86 , 6.23 , -0.19 , -2.31 , -0.15 , 7.42 , -0.55 , 6.38 , -0.39 , 0.15 , -0.87 , -0.25 , -18.25 , -1.56 , -27.75 , 7 , 0 , 17 , 27.14 , 101009.38 , 26.31
36372 , 7.94 , -1.76 , 7.24 , 1.04 , -0.45 , 0.88 , 7.40 , -0.79 , 6.37 , -0.39 , 0.16 , -0.87 , -0.25 , 21.56 , -2.44 , 82.62 , 49 , 0 , 17 , 27.13 , 101008.51 , 26.40
36429 , 9.54 , -1.18 , 7.06 , 2.19 , -0.09 , 0.67 , 7.35 , -1.09 , 6.39 , -0.39 , 0.15 , -0.89 , -0.20 , 76.75 , -3.56 , 103.25 , 186 , 82 , 96 , 27.13 , 101008.16 , 26.39
36475 , 10.04 , -3.14 , 5.67 , 2.83 , -1.91 , -0.86 , 7.20 , -1.22 , 6.53 , -0.38 , 0.14 , -0.90 , -0.16 , 80.19 , 15.50 , 82.31 , 160 , 8 , 59 , 27.13 , 101008.38 , 26.39
36524 , 9.96 , -5.12 , 5.00 , 2.90 , -3.95 , -1.69 , 7.06 , -1.17 , 6.69 , -0.38 , 0.11 , -0.91 , -0.11 , 115.44 , 4.69 , 85.94 , 158 , 0 , 35 , 27.13 , 101008.02 , 26.47
36580 , 9.87 , -6.52 , 4.45 , 2.87 , -5.43 , -2.31 , 7.00 , -1.08 , 6.77 , -0.38 , 0.08 , -0.92 , -0.06 , 120.69 , -6.75 , 121.50 , 103 , 0 , 133 , 27.13 , 101007.55 , 26.48
36634 , 5.84 , -11.73 , 8.14 , -0.94 , -10.45 , 1.17 , 6.78 , -1.27 , 6.96 , -0.38 , 0.06 , -0.92 , 0.02 , 116.44 , 33.38 , 176.31 , 16 , 0 , 44 , 27.13 , 101007.34 , 26.46
36688 , 7.11 , -13.50 , 9.08 , 1.04 , -11.58 , 1.63 , 5.87 , -2.08 , 7.57 , -0.33 , 0.05 , -0.92 , 0.18 , 145.25 , 67.75 , 345.19 , 103 , 0 , 91 , 27.13 , 101007.59 , 26.48
