time, acc_x, acc_y, acc_z, linacc_x, linacc_y, linacc_z, grav_x, grav_y, grav_z, eurl_x, eurl_y, eurl_z, eurl_w, gyro_x, gyro_y, gyro_z, velocity_x, velocity_y, velocity_z, temp, pressure, altitude 
12079 , 0.04 , -1.44 , 9.64 , -0.07 , -0.09 , -0.07 , 0.11 , -1.34 , 9.71 , -0.07 , -0.00 , -0.04 , 1.00 , 1.25 , 2.31 , 5.00 , 362 , 2295 , 483 , 23.38 , 85618.57 , 26.68
12134 , 0.06 , -1.26 , 9.66 , -0.04 , 0.07 , -0.04 , 0.10 , -1.34 , 9.71 , -0.07 , -0.00 , -0.04 , 1.00 , 0.12 , 0.06 , 4.19 , 2 , 0 , 0 , 26.83 , 101005.14 , 26.75
12182 , 0.53 , -2.18 , 9.13 , 0.43 , -0.87 , -0.57 , 0.09 , -1.31 , 9.71 , -0.07 , -0.00 , -0.04 , 1.00 , 4.75 , -0.69 , 6.81 , 0 , 24 , 16 , 26.84 , 101003.74 , 26.78
12231 , 0.16 , -1.61 , 10.00 , -0.03 , -0.13 , -0.11 , 0.07 , -1.28 , 9.72 , -0.07 , -0.00 , -0.03 , 1.00 , -5.69 , 8.88 , 0.19 , 2 , 16 , 0 , 26.88 , 101003.14 , 26.88
12285 , 0.46 , -1.80 , 10.53 , 0.40 , -0.43 , 0.82 , 0.06 , -1.38 , 9.70 , -0.07 , -0.00 , -0.03 , 1.00 , -11.44 , 0.94 , -3.12 , 20 , 0 , 6 , 26.91 , 101001.21 , 27.01
12343 , -0.19 , -1.65 , 9.31 , -0.25 , -0.19 , -0.38 , 0.06 , -1.46 , 9.69 , -0.08 , -0.00 , -0.04 , 1.00 , -15.12 , 2.06 , -3.88 , 0 , 6 , 2 , 26.93 , 101001.66 , 26.97
12392 , 0.00 , -1.28 , 9.76 , -0.04 , 0.00 , -0.27 , 0.04 , -1.55 , 9.68 , -0.08 , 0.00 , -0.04 , 1.00 , -15.94 , 0.25 , -0.50 , 0 , 3 , 0 , 26.95 , 101001.28 , 26.99
12441 , 0.01 , -1.57 , 9.82 , -0.03 , 0.11 , 0.16 , 0.04 , -1.73 , 9.65 , -0.09 , 0.00 , -0.04 , 1.00 , -26.00 , 0.19 , -5.56 , 0 , 34 , 0 , 26.97 , 101001.46 , 27.01
12498 , -0.15 , -0.64 , 9.70 , -1.19 , 3.71 , -2.32 , 0.01 , -1.67 , 9.66 , -0.09 , 0.00 , -0.05 , 1.00 , 47.50 , 19.88 , -42.88 , 17 , 0 , 86 , 26.97 , 101001.68 , 27.00
12544 , -0.81 , -0.96 , 11.91 , -0.87 , 0.59 , 2.23 , 0.05 , -1.56 , 9.68 , -0.08 , 0.00 , -0.07 , 0.99 , -7.88 , 5.75 , -25.19 , 4 , 0 , 2 , 26.98 , 101001.45 , 26.97
12593 , 0.23 , -2.62 , 9.76 , -0.29 , -0.26 , -0.42 , 0.02 , -1.69 , 9.65 , -0.09 , 0.00 , -0.07 , 0.99 , -5.88 , 3.69 , -14.00 , 0 , 0 , 0 , 26.99 , 101001.66 , 26.92
12648 , -0.17 , -1.60 , 9.79 , -0.31 , 0.46 , 0.20 , 0.00 , -1.71 , 9.65 , -0.09 , 0.01 , -0.07 , 0.99 , 5.56 , -1.06 , -0.88 , 0 , 0 , 38 , 26.99 , 101002.33 , 26.95
12694 , -2.84 , -0.11 , 9.61 , -2.89 , 1.54 , -0.05 , 0.04 , -1.65 , 9.66 , -0.08 , 0.00 , -0.08 , 0.99 , -15.62 , 3.00 , -30.19 , 80 , 0 , 156 , 27.00 , 101001.12 , 27.00
12744 , 1.88 , -2.60 , 6.25 , 2.23 , -5.24 , 4.96 , 0.08 , -1.53 , 9.68 , -0.08 , 0.00 , -0.11 , 0.99 , 4.00 , -16.31 , -50.75 , 143 , 144 , 157 , 27.00 , 101001.10 , 27.01
12801 , -0.11 , -1.66 , 9.83 , -0.20 , -0.02 , 0.16 , 0.08 , -1.63 , 9.66 , -0.08 , 0.00 , -0.11 , 0.99 , 3.25 , -1.31 , 0.00 , 0 , 0 , 0 , 27.00 , 101001.20 , 27.00
12854 , -0.10 , -1.65 , 9.62 , -0.19 , -0.04 , -0.04 , 0.09 , -1.60 , 9.67 , -0.08 , 0.00 , -0.11 , 0.99 , 0.62 , -0.25 , -0.25 , 0 , 0 , 0 , 27.01 , 100999.81 , 27.12
12899 , -0.08 , -1.62 , 9.61 , -0.17 , 0.02 , -0.05 , 0.08 , -1.64 , 9.66 , -0.08 , 0.00 , -0.11 , 0.99 , -2.94 , 0.69 , 0.00 , 0 , 0 , 0 , 27.01 , 101000.02 , 27.09
12946 , -0.06 , -1.44 , 10.38 , -0.15 , 0.34 , 0.74 , 0.09 , -1.78 , 9.64 , -0.09 , 0.01 , -0.11 , 0.99 , -26.44 , -1.00 , 0.25 , 0 , 0 , 0 , 27.02 , 100999.62 , 27.18
13002 , -0.11 , -2.12 , 9.47 , -0.20 , -0.01 , -0.10 , 0.08 , -2.11 , 9.57 , -0.11 , 0.01 , -0.11 , 0.99 , -37.69 , 0.69 , 0.38 , 0 , 0 , 0 , 27.02 , 100999.33 , 27.09
13057 , -0.08 , -2.41 , 9.17 , -0.17 , -0.09 , -0.35 , 0.09 , -2.31 , 9.52 , -0.12 , 0.01 , -0.11 , 0.99 , -10.94 , 0.38 , 0.19 , 0 , 0 , 0 , 27.02 , 101000.55 , 27.06
13105 , -0.06 , -2.29 , 9.34 , -0.14 , 0.00 , -0.18 , 0.07 , -2.27 , 9.53 , -0.12 , 0.01 , -0.11 , 0.99 , 19.50 , 1.75 , -0.38 , 0 , 6 , 13 , 27.02 , 101000.77 , 27.03
13155 , -0.07 , -1.93 , 10.07 , -0.14 , 0.22 , 0.50 , 0.07 , -2.13 , 9.57 , -0.11 , 0.01 , -0.11 , 0.99 , 15.38 , -1.88 , 0.31 , 137 , 0 , 0 , 27.03 , 101000.34 , 27.12
13208 , -0.61 , -0.72 , 8.58 , -0.68 , 0.83 , -1.09 , 0.07 , -1.55 , 9.68 , -0.08 , 0.01 , -0.12 , 0.99 , -21.25 , -5.81 , 0.25 , 249 , 276 , 272 , 27.02 , 100999.99 , 27.02
13257 , -0.52 , -1.29 , 9.20 , -0.59 , 0.33 , -0.46 , 0.07 , -1.63 , 9.66 , -0.08 , 0.01 , -0.12 , 0.99 , -0.56 , -2.81 , -9.88 , 0 , 3 , 0 , 27.02 , 101000.49 , 27.05
13307 , -0.49 , -1.82 , 7.98 , -0.59 , -1.99 , 0.38 , 0.15 , -1.60 , 9.67 , -0.08 , 0.00 , -0.13 , 0.99 , 14.00 , -9.25 , -45.00 , 14 , 0 , 9 , 27.03 , 101000.63 , 27.04
13355 , -0.25 , -1.54 , 8.97 , -0.42 , 0.21 , -0.67 , 0.16 , -1.75 , 9.64 , -0.09 , 0.00 , -0.13 , 0.99 , -38.56 , -3.81 , 2.81 , 0 , 1 , 0 , 27.02 , 101000.91 , 27.02
13404 , 0.10 , -1.65 , 10.00 , -0.07 , 0.21 , 0.37 , 0.18 , -1.87 , 9.62 , -0.10 , 0.00 , -0.13 , 0.99 , -4.12 , -1.31 , 1.94 , 20 , 10 , 0 , 27.02 , 101000.99 , 27.01
13459 , 0.43 , -1.43 , 9.69 , 0.23 , 0.63 , 0.11 , 0.19 , -2.06 , 9.58 , -0.11 , 0.00 , -0.13 , 0.99 , -37.44 , -5.31 , 15.38 , 0 , 0 , 0 , 27.02 , 101001.21 , 26.94
13508 , -0.04 , -2.48 , 8.95 , -0.16 , -0.05 , -0.21 , 0.18 , -2.42 , 9.49 , -0.12 , 0.01 , -0.13 , 0.98 , -20.81 , -0.25 , 1.12 , 0 , 0 , 0 , 27.02 , 101001.81 , 26.94
13556 , 0.03 , -2.29 , 9.71 , -0.15 , 0.17 , 0.22 , 0.18 , -2.47 , 9.48 , -0.13 , 0.01 , -0.13 , 0.98 , -1.56 , 0.12 , 0.06 , 0 , 0 , 0 , 27.02 , 101002.46 , 26.95
13610 , 0.01 , -2.37 , 9.48 , -0.17 , 0.08 , 0.00 , 0.18 , -2.45 , 9.49 , -0.13 , 0.01 , -0.13 , 0.98 , 6.50 , -0.12 , -0.06 , 0 , 1 , 0 , 27.02 , 101002.12 , 26.93
13658 , 0.02 , -2.34 , 9.48 , -0.15 , 0.05 , -0.02 , 0.18 , -2.39 , 9.50 , -0.12 , 0.01 , -0.13 , 0.98 , 5.38 , 0.06 , -0.19 , 0 , 0 , 0 , 27.03 , 101002.20 , 26.91
13706 , 0.02 , -2.16 , 9.41 , -0.15 , 0.06 , -0.13 , 0.18 , -2.22 , 9.54 , -0.11 , 0.01 , -0.13 , 0.99 , 48.19 , 0.25 , -0.94 , 0 , 8 , 12 , 27.03 , 101001.85 , 26.93
13761 , 0.06 , -1.55 , 10.13 , -0.12 , 0.29 , 0.51 , 0.18 , -1.85 , 9.62 , -0.10 , 0.00 , -0.13 , 0.99 , 32.44 , 0.38 , -0.94 , 0 , 1 , 0 , 27.03 , 101001.48 , 26.94
13809 , 0.04 , -1.77 , 9.60 , -0.13 , 0.01 , -0.03 , 0.18 , -1.79 , 9.63 , -0.09 , 0.00 , -0.13 , 0.99 , -3.56 , 0.06 , 0.25 , 0 , 0 , 3 , 27.03 , 101001.39 , 26.98
13857 , -0.01 , -1.96 , 8.95 , -0.19 , -0.26 , -0.70 , 0.17 , -1.70 , 9.65 , -0.09 , 0.00 , -0.13 , 0.99 , 16.50 , -0.12 , -0.25 , 0 , 4 , 4 , 27.03 , 101001.67 , 26.97
13912 , 0.02 , -1.25 , 10.09 , -0.15 , 0.26 , 0.41 , 0.17 , -1.51 , 9.68 , -0.08 , 0.00 , -0.13 , 0.99 , 11.50 , 0.38 , -0.38 , 0 , 1 , 0 , 27.03 , 101001.30 , 26.98
13959 , 0.08 , -1.43 , 9.71 , -0.09 , 0.04 , 0.01 , 0.17 , -1.49 , 9.69 , -0.08 , 0.00 , -0.13 , 0.99 , -6.75 , 0.56 , -0.31 , 0 , 0 , 0 , 27.03 , 101000.98 , 27.01
14005 , 0.01 , -1.68 , 9.50 , -0.15 , -0.08 , -0.17 , 0.16 , -1.59 , 9.67 , -0.08 , 0.00 , -0.13 , 0.99 , -20.12 , -0.31 , 0.12 , 0 , 0 , 0 , 27.04 , 101001.30 , 27.04
14060 , -0.89 , -1.89 , 7.05 , -1.07 , -0.47 , -2.64 , 0.17 , -1.42 , 9.70 , -0.07 , 0.00 , -0.13 , 0.99 , 84.56 , -0.31 , -2.12 , 0 , 0 , 0 , 27.03 , 101000.28 , 27.05
14108 , 0.16 , -1.09 , 10.71 , 0.00 , 0.15 , 0.99 , 0.15 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 15.25 , -8.69 , -2.50 , 0 , 3 , 1 , 27.04 , 101000.81 , 27.03
14155 , 0.11 , -0.97 , 9.89 , -0.05 , 0.24 , 0.16 , 0.17 , -1.21 , 9.72 , -0.06 , -0.00 , -0.13 , 0.99 , 3.19 , -1.12 , -0.44 , 0 , 1 , 0 , 27.04 , 101000.76 , 27.03
14204 , -0.02 , -1.25 , 9.57 , -0.19 , -0.04 , -0.15 , 0.17 , -1.21 , 9.73 , -0.06 , -0.00 , -0.13 , 0.99 , -1.06 , 0.25 , 0.19 , 0 , 0 , 0 , 27.04 , 101001.10 , 27.00
14253 , 0.02 , -1.11 , 9.72 , -0.14 , 0.08 , 0.00 , 0.16 , -1.20 , 9.73 , -0.06 , -0.00 , -0.13 , 0.99 , 0.88 , -0.19 , -0.12 , 0 , 1 , 0 , 27.04 , 101000.20 , 27.13
14306 , 0.00 , -1.19 , 9.67 , -0.15 , 0.01 , -0.03 , 0.16 , -1.20 , 9.73 , -0.06 , -0.00 , -0.13 , 0.99 , -0.25 , -0.12 , 0.00 , 0 , 1 , 0 , 27.03 , 101000.41 , 27.05
14354 , 0.02 , -1.14 , 9.68 , -0.13 , 0.05 , -0.04 , 0.15 , -1.20 , 9.73 , -0.06 , -0.00 , -0.13 , 0.99 , 0.19 , -0.06 , 0.00 , 0 , 1 , 0 , 27.03 , 101000.72 , 27.03
14404 , 0.03 , -1.14 , 9.68 , -0.12 , 0.05 , -0.04 , 0.15 , -1.20 , 9.73 , -0.06 , -0.00 , -0.13 , 0.99 , 0.38 , -0.19 , -0.12 , 0 , 0 , 0 , 27.04 , 101001.41 , 27.03
14458 , 0.03 , -1.14 , 9.72 , -0.12 , 0.05 , -0.04 , 0.15 , -1.20 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.06 , -0.06 , -0.06 , 0 , 1 , 0 , 27.04 , 101000.39 , 27.07
14513 , 0.03 , -1.13 , 9.67 , -0.11 , 0.07 , -0.05 , 0.15 , -1.20 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.25 , 0.00 , -0.06 , 0 , 1 , 0 , 27.04 , 101000.22 , 27.09
14567 , 0.02 , -1.15 , 9.71 , -0.12 , 0.04 , -0.01 , 0.14 , -1.19 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.19 , -0.06 , 0.00 , 0 , 1 , 0 , 27.04 , 101000.04 , 27.08
14615 , 0.05 , -1.13 , 9.71 , -0.09 , 0.06 , -0.02 , 0.14 , -1.19 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.19 , -0.31 , -0.06 , 0 , 1 , 0 , 27.05 , 101000.71 , 27.03
14664 , 0.05 , -1.12 , 9.70 , -0.08 , 0.07 , -0.02 , 0.14 , -1.19 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.38 , -0.31 , -0.12 , 0 , 1 , 0 , 27.05 , 101000.60 , 27.02
14718 , 0.02 , -1.13 , 9.69 , -0.11 , 0.06 , -0.03 , 0.14 , -1.19 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.31 , -0.06 , -0.06 , 0 , 16 , 15 , 27.05 , 101001.38 , 27.04
14766 , -1.00 , -0.55 , 9.73 , -1.13 , 0.67 , 0.00 , 0.13 , -1.22 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -17.69 , 4.00 , -1.38 , 10 , 37 , 33 , 27.05 , 101000.59 , 27.04
14816 , 0.54 , -1.24 , 10.11 , 0.37 , -0.02 , 0.39 , 0.16 , -1.22 , 9.72 , -0.06 , -0.00 , -0.13 , 0.99 , 3.88 , -2.62 , -2.69 , 0 , 0 , 0 , 27.05 , 101001.17 , 26.98
14869 , 0.00 , -0.97 , 10.12 , -0.12 , 0.28 , 0.15 , 0.15 , -1.22 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -9.38 , 2.19 , 0.38 , 0 , 1 , 3 , 27.04 , 101002.08 , 26.91
14917 , -0.03 , -1.17 , 9.94 , -0.17 , 0.19 , 0.23 , 0.13 , -1.36 , 9.70 , -0.07 , 0.00 , -0.13 , 0.99 , -23.44 , 3.56 , 0.19 , 0 , 0 , 0 , 27.04 , 101002.50 , 26.89
14967 , 0.03 , -1.66 , 9.30 , -0.10 , -0.09 , -0.36 , 0.14 , -1.57 , 9.67 , -0.08 , 0.00 , -0.13 , 0.99 , -15.31 , -2.25 , 0.50 , 0 , 0 , 0 , 27.05 , 101001.45 , 26.94
15020 , 0.03 , -1.76 , 9.38 , -0.13 , 0.07 , 0.03 , 0.15 , -1.64 , 9.66 , -0.08 , 0.00 , -0.13 , 0.99 , -4.31 , 0.19 , 0.00 , 0 , 3 , 6 , 27.04 , 101001.34 , 27.01
15073 , 0.01 , -1.46 , 10.01 , -0.12 , 0.18 , 0.34 , 0.14 , -1.65 , 9.66 , -0.08 , 0.00 , -0.13 , 0.99 , -3.62 , -0.06 , -0.12 , 0 , 0 , 0 , 27.05 , 101000.81 , 27.00
15128 , 0.02 , -1.84 , 9.29 , -0.12 , -0.11 , -0.36 , 0.14 , -1.73 , 9.65 , -0.09 , 0.00 , -0.13 , 0.99 , 5.19 , 2.75 , -0.50 , 0 , 2 , 0 , 27.05 , 101000.21 , 27.02
15177 , 0.05 , -1.63 , 9.48 , -0.07 , -0.16 , -0.21 , 0.12 , -1.47 , 9.69 , -0.08 , 0.00 , -0.13 , 0.99 , 43.44 , 0.31 , -2.00 , 0 , 0 , 0 , 27.05 , 101000.28 , 27.07
15225 , 0.00 , -1.06 , 10.21 , -0.11 , 0.24 , 0.49 , 0.12 , -1.31 , 9.71 , -0.07 , 0.00 , -0.13 , 0.99 , 3.19 , -0.44 , -0.62 , 0 , 1 , 0 , 27.05 , 100999.84 , 27.01
15280 , 0.00 , -1.24 , 9.74 , -0.12 , 0.06 , 0.02 , 0.13 , -1.30 , 9.71 , -0.07 , 0.00 , -0.13 , 0.99 , -0.12 , -0.94 , -0.06 , 0 , 1 , 0 , 27.05 , 101000.88 , 26.97
15335 , 0.06 , -1.25 , 9.66 , -0.06 , 0.04 , -0.05 , 0.13 , -1.29 , 9.71 , -0.07 , 0.00 , -0.13 , 0.99 , 0.69 , 0.12 , -0.25 , 0 , 0 , 0 , 27.05 , 101000.78 , 27.02
15390 , 0.11 , -1.13 , 9.79 , -0.01 , 0.15 , 0.07 , 0.13 , -1.28 , 9.72 , -0.07 , 0.00 , -0.13 , 0.99 , 3.56 , -0.94 , 0.25 , 0 , 0 , 0 , 27.06 , 101000.94 , 26.97
15446 , 0.12 , -0.84 , 10.04 , -0.01 , 0.39 , 0.31 , 0.14 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 2.69 , -1.19 , -0.50 , 0 , 0 , 0 , 27.06 , 101001.91 , 26.95
15503 , 0.06 , -1.06 , 9.76 , -0.07 , 0.17 , 0.04 , 0.14 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.25 , 0.25 , 0.06 , 0 , 1 , 0 , 27.06 , 101001.55 , 26.98
15550 , 0.08 , -1.22 , 9.66 , -0.06 , 0.02 , -0.05 , 0.14 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.12 , 0.19 , -0.06 , 0 , 0 , 0 , 27.06 , 101001.41 , 26.98
15600 , 0.04 , -1.13 , 9.75 , -0.09 , 0.10 , 0.02 , 0.13 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.31 , 0.06 , 0.00 , 0 , 1 , 0 , 27.06 , 101001.77 , 26.94
15656 , 0.06 , -1.14 , 9.73 , -0.07 , 0.09 , 0.00 , 0.13 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.00 , 0.19 , -0.12 , 0 , 1 , 0 , 27.06 , 101001.51 , 26.94
15711 , 0.04 , -1.19 , 9.67 , -0.08 , 0.04 , -0.04 , 0.13 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.12 , 0.00 , 0.06 , 0 , 1 , 0 , 27.06 , 101001.17 , 27.01
15761 , 0.03 , -1.13 , 9.69 , -0.09 , 0.10 , -0.03 , 0.13 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.25 , 0.19 , -0.06 , 0 , 0 , 0 , 27.06 , 101001.29 , 26.99
15812 , 0.05 , -1.13 , 9.71 , -0.07 , 0.11 , -0.01 , 0.12 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 1.38 , -0.62 , -0.25 , 0 , 4 , 2 , 27.06 , 101001.06 , 26.97
15861 , -0.01 , -1.36 , 9.53 , -0.08 , 0.08 , -0.02 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -1.06 , 0.50 , 0.25 , 0 , 2 , 0 , 27.06 , 101001.11 , 27.00
15910 , 0.01 , -1.26 , 9.60 , -0.11 , -0.02 , -0.12 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.19 , 0.00 , -0.06 , 0 , 0 , 0 , 27.05 , 101000.95 , 26.99
15965 , 0.03 , -1.14 , 9.71 , -0.06 , 0.05 , -0.03 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.25 , 0.31 , -0.06 , 0 , 1 , 0 , 27.05 , 101002.74 , 26.85
16013 , 0.02 , -1.17 , 9.66 , -0.10 , 0.05 , -0.06 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.06 , 0.31 , 0.06 , 0 , 1 , 0 , 27.05 , 101001.98 , 26.93
16062 , 0.04 , -1.18 , 9.68 , -0.07 , 0.05 , -0.03 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.06 , -0.06 , -0.06 , 0 , 1 , 0 , 27.05 , 101002.03 , 26.94
16118 , 0.04 , -1.18 , 9.68 , -0.07 , 0.04 , -0.03 , 0.12 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.06 , 0.00 , -0.19 , 0 , 1 , 0 , 27.05 , 101001.68 , 26.94
16166 , 0.00 , -1.17 , 9.68 , -0.10 , 0.05 , -0.04 , 0.11 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.06 , 0.12 , -0.12 , 0 , 0 , 0 , 27.05 , 101002.66 , 26.87
16214 , 0.03 , -1.16 , 9.71 , -0.08 , 0.06 , -0.01 , 0.11 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.06 , -0.19 , -0.06 , 0 , 1 , 0 , 27.05 , 101001.77 , 26.99
16270 , 0.02 , -1.16 , 9.67 , -0.09 , 0.06 , -0.05 , 0.11 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.00 , 0.25 , -0.06 , 0 , 0 , 0 , 27.05 , 101001.33 , 26.99
16324 , 0.17 , -0.90 , 10.05 , 0.06 , 0.33 , 0.32 , 0.10 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 1.06 , 0.25 , -0.31 , 0 , 0 , 0 , 27.06 , 101002.12 , 27.00
16372 , -0.07 , -1.09 , 10.16 , -0.17 , 0.18 , 0.44 , 0.09 , -1.30 , 9.71 , -0.07 , 0.00 , -0.13 , 0.99 , -13.50 , -0.50 , 3.75 , 0 , 1 , 0 , 27.06 , 101001.53 , 26.97
16422 , 0.07 , -1.61 , 9.29 , -0.02 , -0.19 , -0.40 , 0.09 , -1.42 , 9.70 , -0.07 , 0.00 , -0.13 , 0.99 , -10.06 , 0.31 , -0.56 , 0 , 3 , 2 , 27.06 , 101001.78 , 26.93
16468 , 0.00 , -1.44 , 9.75 , -0.08 , 0.10 , 0.07 , 0.09 , -1.54 , 9.68 , -0.08 , 0.01 , -0.13 , 0.99 , -22.62 , -0.19 , -0.12 , 0 , 0 , 0 , 27.06 , 101001.44 , 26.97
16516 , 0.00 , -1.83 , 9.10 , -0.09 , -0.28 , -0.57 , 0.10 , -1.54 , 9.68 , -0.08 , 0.01 , -0.13 , 0.99 , 22.25 , 0.19 , -0.50 , 0 , 11 , 23 , 27.06 , 101001.19 , 26.97
16571 , 0.12 , -0.81 , 11.25 , 0.02 , 0.46 , 1.53 , 0.10 , -1.27 , 9.72 , -0.07 , 0.00 , -0.13 , 0.99 , 17.94 , -3.44 , -0.56 , 0 , 2 , 0 , 27.06 , 101001.55 , 27.03
16626 , 0.05 , -1.21 , 9.68 , -0.05 , 0.04 , -0.04 , 0.11 , -1.25 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.00 , 0.12 , -0.06 , 0 , 2 , 0 , 27.06 , 101000.69 , 27.06
16674 , 0.04 , -1.21 , 9.70 , -0.06 , 0.04 , -0.01 , 0.10 , -1.26 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -2.25 , 0.75 , 0.38 , 0 , 0 , 0 , 27.06 , 101001.09 , 27.00
16724 , 0.02 , -1.25 , 9.65 , -0.08 , 0.01 , -0.06 , 0.10 , -1.26 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 2.19 , -0.62 , -0.06 , 0 , 1 , 0 , 27.06 , 101000.77 , 27.02
16778 , 0.02 , -1.20 , 9.69 , -0.08 , 0.04 , -0.02 , 0.11 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.75 , -0.25 , -0.06 , 0 , 0 , 0 , 27.06 , 101000.91 , 27.01
16826 , 0.03 , -1.26 , 9.70 , -0.09 , 0.05 , -0.04 , 0.10 , -1.25 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -1.19 , 0.44 , -0.06 , 0 , 0 , 0 , 27.06 , 101001.48 , 26.97
16876 , 0.04 , -1.23 , 9.67 , -0.04 , 0.10 , 0.02 , 0.10 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 2.25 , -0.19 , 0.00 , 0 , 2 , 0 , 27.06 , 101001.40 , 27.02
16930 , 0.03 , -1.23 , 9.65 , -0.07 , 0.01 , -0.07 , 0.10 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.12 , 0.19 , 0.00 , 0 , 0 , 0 , 27.06 , 101000.24 , 27.04
16978 , 0.04 , -1.15 , 9.73 , -0.06 , 0.07 , 0.00 , 0.10 , -1.22 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 3.44 , 0.00 , 0.56 , 0 , 2 , 0 , 27.06 , 101000.55 , 27.05
17026 , 0.04 , -1.21 , 9.71 , -0.05 , 0.00 , -0.01 , 0.09 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -4.75 , 2.25 , 0.38 , 0 , 0 , 0 , 27.06 , 101001.54 , 26.88
17081 , 0.05 , -1.19 , 9.72 , -0.03 , 0.04 , 0.00 , 0.08 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 1.00 , -0.19 , 0.56 , 0 , 1 , 0 , 27.06 , 101001.82 , 26.95
17128 , 0.00 , -1.20 , 9.65 , -0.07 , 0.06 , 0.00 , 0.08 , -1.25 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -1.88 , 0.56 , 0.00 , 0 , 0 , 0 , 27.06 , 101000.92 , 27.02
17175 , 0.00 , -1.26 , 9.68 , -0.09 , 0.00 , -0.04 , 0.08 , -1.26 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , -0.06 , -0.56 , -0.06 , 0 , 0 , 0 , 27.06 , 101000.26 , 27.01
17231 , 0.02 , -1.20 , 9.68 , -0.05 , 0.05 , -0.04 , 0.08 , -1.25 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.62 , 0.00 , -0.12 , 0 , 0 , 0 , 27.06 , 101000.61 , 27.05
17284 , 0.00 , -1.23 , 9.63 , -0.07 , 0.01 , -0.09 , 0.08 , -1.25 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 0.62 , -0.50 , 0.06 , 0 , 0 , 0 , 27.06 , 101000.39 , 27.07
17330 , 0.01 , -1.23 , 9.64 , -0.06 , 0.01 , -0.07 , 0.08 , -1.24 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 1.06 , 0.00 , -0.31 , 0 , 1 , 0 , 27.07 , 101000.71 , 27.03
17380 , 0.03 , -1.22 , 9.70 , -0.04 , 0.00 , -0.02 , 0.08 , -1.23 , 9.72 , -0.06 , 0.00 , -0.13 , 0.99 , 2.06 , -0.44 , -0.31 , 0 , 1 , 0 , 27.07 , 101001.02 , 27.00
17434 , 0.05 , -1.25 , 9.65 , -0.02 , -0.03 , -0.07 , 0.07 , -1.21 , 9.73 , -0.06 , 0.00 , -0.13 , 0.99 , 0.56 , -0.44 , 0.06 , 0 , 0 , 0 , 27.07 , 101000.86 , 26.99
