# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
13.593,4085.053,133.804
13.643,4091.703,132.166
13.693,4098.27,130.528
13.743,4104.755,128.891
13.793,4111.159,127.254
13.843,4117.481,125.618
13.893,4123.721,123.983
13.943,4129.879,122.349
13.993,4135.956,120.715
14.043,4141.951,119.082
14.093,4147.864,117.45
14.143,4153.696,115.819
14.193,4159.446,114.188
14.243,4165.114,112.557
14.293,4170.702,110.928
14.343,4176.207,109.299
14.393,4181.631,107.67
14.443,4186.974,106.042
14.493,4192.236,104.415
14.543,4197.416,102.789
14.593,4202.515,101.163
14.643,4207.532,99.538
14.693,4212.468,97.913
14.743,4217.323,96.289
14.793,4222.097,94.666
14.843,4226.79,93.043
14.893,4231.402,91.421
14.943,4235.932,89.799
14.993,4240.381,88.178
15.043,4244.75,86.557
15.093,4249.037,84.937
15.143,4253.244,83.318
15.193,4257.369,81.699
15.243,4261.414,80.08
15.293,4265.377,78.462
15.343,4269.26,76.845
15.393,4273.062,75.227
15.443,4276.783,73.611
15.493,4280.423,71.994
15.543,4283.982,70.379
15.593,4287.461,68.763
15.643,4290.858,67.149
15.693,4294.175,65.534
15.743,4297.412,63.92
15.793,4300.567,62.306
15.843,4303.642,60.693
15.893,4306.637,59.08
15.943,4309.55,57.467
15.993,4312.383,55.856
16.043,4315.136,54.244
16.093,4317.808,52.633
16.143,4320.399,51.023
16.193,4322.91,49.413
16.243,4325.341,47.803
16.293,4327.69,46.194
16.343,4329.96,44.585
16.393,4332.149,42.976
16.443,4334.258,41.368
16.493,4336.286,39.761
16.543,4338.234,38.153
16.593,4340.101,36.547
16.643,4341.888,34.94
16.693,4343.595,33.335
16.743,4345.222,31.73
16.793,4346.768,30.125
16.843,4348.234,28.52
16.893,4349.62,26.917
16.943,4350.926,25.314
16.993,4352.152,23.711
17.043,4353.297,22.109
17.093,4354.362,20.506
17.143,4355.348,18.905
17.193,4356.253,17.303
17.243,4357.078,15.703
17.293,4357.823,14.103
17.343,4358.488,12.504
17.393,4359.074,10.906
17.443,4359.579,9.309
17.493,4360.005,7.713
17.543,4360.35,6.111
17.593,4360.616,4.507
17.643,4360.801,2.903
17.693,4360.906,1.299
# Event APOGEE occurred at t=17.743 seconds
17.743,4360.931,-0.304
17.793,4360.876,-1.908
17.843,4360.74,-3.511
17.893,4360.524,-5.114
17.943,4360.229,-6.716
17.993,4359.853,-8.318
18.043,4359.397,-9.92
18.093,4358.861,-11.52
18.143,4358.245,-13.12
18.193,4357.549,-14.72
18.243,4356.773,-16.317
18.293,4355.917,-17.914
18.343,4354.981,-19.51
18.393,4353.966,-21.103
18.443,4352.871,-22.695
18.493,4351.697,-24.285
18.543,4350.443,-25.873
18.593,4349.109,-27.458
18.643,4347.697,-29.041
18.693,4346.205,-30.62
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=18.743 seconds
18.743,4344.635,-32.196
18.749,4344.442,-32.359
19.192,4327.441,-44.416
19.582,4308.357,-53.571
19.928,4288.618,-60.435
20.285,4265.98,-66.377
20.665,4239.794,-71.527
21.072,4209.769,-75.824
21.572,4170.857,-79.826
22.072,4130.266,-82.536
22.572,4088.549,-84.332
23.072,4046.097,-85.476
23.572,4003.175,-86.214
24.072,3959.951,-86.678
24.572,3916.543,-86.956
25.072,3873.026,-87.113
25.572,3829.449,-87.195
26.072,3785.844,-87.225
26.572,3742.232,-87.224
27.072,3698.625,-87.202
27.572,3655.032,-87.169
28.072,3611.458,-87.129
28.572,3567.905,-87.082
29.072,3524.377,-87.032
29.572,3480.873,-86.981
30.072,3437.396,-86.928
30.572,3393.946,-86.874
31.072,3350.523,-86.816
31.572,3307.128,-86.762
32.072,3263.76,-86.709
32.572,3220.419,-86.655
33.072,3177.105,-86.6
33.572,3133.819,-86.543
34.072,3090.562,-86.486
34.572,3047.334,-86.428
35.072,3004.133,-86.372
35.572,2960.962,-86.316
36.072,2917.818,-86.259
36.572,2874.702,-86.203
37.072,2831.615,-86.146
37.572,2788.556,-86.09
38.072,2745.526,-86.033
38.572,2702.523,-85.978
39.072,2659.548,-85.922
39.572,2616.601,-85.866
40.072,2573.682,-85.811
40.572,2530.79,-85.756
41.072,2487.926,-85.701
41.572,2445.089,-85.646
42.072,2402.28,-85.592
42.572,2359.498,-85.534
43.072,2316.745,-85.478
43.572,2274.019,-85.425
44.072,2231.32,-85.372
44.572,2188.647,-85.319
45.072,2146.001,-85.266
45.572,2103.382,-85.211
46.072,2060.79,-85.157
46.572,2018.225,-85.104
47.072,1975.686,-85.051
47.572,1933.174,-84.999
48.072,1890.687,-84.947
48.572,1848.227,-84.894
49.072,1805.793,-84.842
49.572,1763.385,-84.79
50.072,1721.003,-84.738
50.572,1678.647,-84.685
51.072,1636.317,-84.634
51.572,1594.013,-84.582
52.072,1551.735,-84.53
52.572,1509.484,-84.476
53.072,1467.259,-84.423
53.572,1425.061,-84.369
54.072,1382.889,-84.316
54.572,1340.744,-84.263
55.072,1298.626,-84.209
55.572,1256.535,-84.156
56.072,1214.47,-84.103
56.572,1172.432,-84.05
57.072,1130.421,-83.997
57.572,1088.435,-83.944
58.072,1046.476,-83.892
58.572,1004.544,-83.839
59.072,962.637,-83.787
59.572,920.757,-83.734
60.072,878.903,-83.681
60.572,837.076,-83.63
61.072,795.274,-83.579
61.572,753.497,-83.528
62.072,711.746,-83.476
62.572,670.021,-83.423
63.072,628.322,-83.373
63.572,586.648,-83.323
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=63.573 seconds
64.072,544.999,-83.273
64.074,544.814,-81.632
64.075,544.733,-80.93
64.076,544.652,-80.24
64.077,544.573,-79.563
64.078,544.493,-78.898
64.079,544.415,-78.244
64.08,544.337,-77.601
64.081,544.26,-76.97
64.082,544.183,-76.349
64.083,544.107,-75.739
64.084,544.031,-75.139
64.085,543.957,-74.549
64.086,543.882,-73.969
64.087,543.809,-73.398
64.088,543.735,-72.837
64.089,543.663,-72.284
64.09,543.591,-71.741
64.091,543.519,-71.206
64.092,543.448,-70.679
64.093,543.378,-70.161
64.094,543.308,-69.651
64.095,543.239,-69.148
64.096,543.17,-68.653
64.097,543.101,-68.166
64.098,543.034,-67.686
64.099,542.966,-67.214
64.1,542.899,-66.748
64.101,542.833,-66.289
64.102,542.767,-65.837
64.103,542.701,-65.392
64.104,542.636,-64.953
64.105,542.571,-64.52
64.106,542.507,-64.093
64.107,542.443,-63.673
64.108,542.379,-63.258
64.109,542.316,-62.849
64.11,542.254,-62.446
64.111,542.191,-62.049
64.112,542.13,-61.656
64.113,542.068,-61.27
64.114,542.007,-60.888
64.115,541.946,-60.512
64.116,541.886,-60.14
64.117,541.826,-59.774
64.118,541.766,-59.412
64.119,541.707,-59.055
64.12,541.648,-58.703
64.121,541.59,-58.356
64.122,541.532,-58.013
64.123,541.474,-57.674
64.124,541.416,-57.339
64.125,541.359,-57.009
64.126,541.302,-56.683
64.127,541.246,-56.361
64.128,541.19,-56.043
64.129,541.134,-55.729
64.13,541.078,-55.419
64.131,541.023,-55.113
64.132,540.968,-54.81
64.133,540.913,-54.511
64.134,540.859,-54.216
64.135,540.805,-53.924
64.136,540.751,-53.636
64.137,540.697,-53.351
64.138,540.644,-53.07
64.139,540.591,-52.791
64.14,540.538,-52.513
64.141,540.484,-52.234
64.142,540.43,-51.953
64.144,540.375,-51.671
64.145,540.319,-51.387
64.146,540.262,-51.101
64.147,540.205,-50.815
64.148,540.147,-50.526
64.149,540.089,-50.236
64.15,540.029,-49.944
64.152,539.969,-49.651
64.153,539.908,-49.356
64.154,539.846,-49.059
64.155,539.784,-48.761
64.157,539.72,-48.461
64.158,539.656,-48.159
64.159,539.591,-47.855
64.161,539.524,-47.549
64.162,539.457,-47.242
64.164,539.389,-46.932
64.165,539.32,-46.621
64.167,539.25,-46.308
64.168,539.178,-45.992
64.17,539.106,-45.675
64.171,539.032,-45.355
64.173,538.958,-45.033
64.175,538.882,-44.709
64.176,538.804,-44.383
64.178,538.726,-44.054
64.18,538.646,-43.724
64.182,538.565,-43.39
64.184,538.482,-43.055
64.186,538.398,-42.717
64.188,538.312,-42.376
64.19,538.225,-42.033
64.192,538.135,-41.687
64.194,538.045,-41.338
64.196,537.952,-40.987
64.199,537.858,-40.632
64.201,537.761,-40.275
64.203,537.663,-39.915
64.206,537.562,-39.552
64.209,537.459,-39.185
64.211,537.354,-38.816
64.214,537.247,-38.443
64.217,537.136,-38.067
64.22,537.024,-37.687
64.223,536.908,-37.304
64.226,536.79,-36.917
64.23,536.668,-36.526
64.233,536.544,-36.132
64.237,536.415,-35.733
64.24,536.284,-35.331
64.244,536.148,-34.924
64.248,536.009,-34.513
64.252,535.865,-34.097
64.257,535.717,-33.677
64.261,535.564,-33.253
64.266,535.406,-32.824
64.271,535.243,-32.39
64.276,535.073,-31.951
64.282,534.898,-31.506
64.288,534.716,-31.056
64.294,534.526,-30.6
64.3,534.329,-30.138
64.307,534.123,-29.67
64.315,533.907,-29.195
64.322,533.682,-28.713
64.331,533.445,-28.225
64.34,533.197,-27.73
64.349,532.934,-27.227
64.359,532.657,-26.717
64.37,532.363,-26.199
64.383,532.049,-25.673
64.396,531.715,-25.139
64.41,531.356,-24.597
64.426,530.97,-24.049
64.444,530.553,-23.494
64.463,530.098,-22.93
64.485,529.594,-22.355
64.511,529.033,-21.771
64.54,528.41,-21.187
64.572,527.728,-20.621
64.613,526.906,-20.024
64.663,525.927,-19.424
64.723,524.775,-18.853
64.802,523.297,-18.29
64.903,521.484,-17.803
65.037,519.118,-17.422
65.29,514.754,-17.082
65.79,506.22,-17.054
66.29,497.688,-17.074
66.79,489.158,-17.047
67.29,480.628,-17.073
67.79,472.1,-17.038
68.29,463.574,-17.066
68.79,455.048,-17.037
69.29,446.528,-17.046
69.79,438.003,-17.052
70.29,429.48,-17.042
70.79,420.957,-17.051
71.29,412.435,-17.039
71.79,403.915,-17.041
72.29,395.397,-17.028
72.79,386.879,-17.045
73.29,378.362,-17.022
73.79,369.849,-17.031
74.29,361.335,-17.027
74.79,352.821,-17.026
75.29,344.309,-17.024
75.79,335.796,-17.027
76.29,327.285,-17.019
76.79,318.775,-17.02
77.29,310.266,-17.019
77.79,301.757,-17.016
78.29,293.25,-17.011
78.79,284.746,-17.008
79.29,276.241,-17.01
79.79,267.737,-17.007
80.29,259.24,-16.98
80.79,250.739,-17.024
81.29,242.242,-16.965
81.79,233.748,-17.007
82.126,228.045,-16.947
82.626,219.553,-17.021
83.126,211.055,-16.971
83.626,202.561,-17.007
84.126,194.066,-16.973
84.626,185.576,-16.986
85.126,177.083,-16.988
85.626,168.591,-16.978
86.126,160.1,-16.987
86.626,151.61,-16.972
87.126,143.137,-16.921
87.457,137.532,-16.968
87.792,131.843,-16.97
88.292,123.357,-16.974
88.792,114.876,-16.951
89.292,106.392,-16.985
89.792,97.908,-16.951
90.292,89.426,-16.979
90.792,80.947,-16.936
91.292,72.468,-16.977
91.792,63.991,-16.931
92.292,55.515,-16.975
92.792,47.037,-16.934
93.292,38.571,-16.93
93.748,30.853,-16.955
94.248,22.382,-16.93
94.698,14.766,-16.923
95.198,6.295,-16.962
# Event GROUND_HIT occurred at t=95.569 seconds
# Event SIMULATION_END occurred at t=95.569 seconds
95.569,0,-16.933
