# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-0.002,-0.301
0.02,-0.001,-0.259
0.03,-0.001,-0.198
0.04,-0.001,-0.115
0.05,-0,-0.033
0.06,0.001,0.196
0.07,0.006,0.768
0.08,0.018,1.716
0.09,0.042,3.04
# Event LIFTOFF occurred at t=0.1 seconds
0.1,0.08,4.574
0.11,0.134,6.156
0.12,0.203,7.785
0.13,0.29,9.46
0.14,0.393,11.183
0.15,0.513,12.926
0.16,0.651,14.664
0.17,0.807,16.397
0.18,0.979,18.125
0.19,1.169,19.847
0.2,1.376,21.564
0.21,1.6,23.276
0.22,1.842,24.983
0.23,2.1,26.685
0.24,2.375,28.381
0.25,2.668,30.072
0.26,2.977,31.761
0.27,3.303,33.451
0.28,3.646,35.141
0.29,4.006,36.833
0.3,4.382,38.525
0.31,4.776,40.218
0.32,5.187,41.912
0.33,5.614,43.607
0.34,6.059,45.303
0.35,6.52,47
0.36,6.999,48.697
0.37,7.494,50.395
0.38,8.007,52.094
0.39,8.536,53.794
0.4,9.083,55.495
0.41,9.646,57.197
0.42,10.227,58.899
0.43,10.824,60.603
0.44,11.439,62.307
# Event LAUNCHROD occurred at t=0.45 seconds
0.45,12.07,64.012
0.465,13.05,66.571
0.488,14.591,70.413
0.521,17.065,76.184
0.571,21.088,84.751
0.621,25.54,93.339
0.671,30.422,101.947
0.721,35.735,110.575
0.771,41.48,119.223
0.821,47.658,127.891
0.871,54.27,136.578
0.921,61.316,145.292
0.971,68.801,154.091
1.021,76.728,162.988
1.071,85.102,171.985
1.121,93.928,181.079
1.171,103.212,190.272
1.221,112.958,199.548
1.271,123.166,208.788
1.321,133.835,217.965
1.371,144.961,227.078
1.421,156.541,236.122
1.471,168.57,245.051
1.521,181.043,253.855
1.571,193.952,262.535
1.621,207.293,271.088
1.671,221.058,279.515
1.721,235.241,287.815
1.771,249.836,295.987
1.821,264.837,304.03
1.871,280.236,311.944
1.921,296.028,319.729
1.971,312.205,327.383
2.021,328.763,334.906
2.071,345.693,342.298
2.121,362.989,349.558
2.171,380.645,356.686
2.221,398.654,363.682
2.271,417.01,370.545
2.321,435.706,377.275
2.371,454.734,383.872
2.421,474.089,390.337
2.471,493.765,396.676
2.521,513.754,402.89
2.571,534.051,408.981
2.621,554.649,414.945
2.671,575.542,420.786
2.721,596.724,426.5
2.771,618.189,432.09
2.821,639.93,437.554
2.871,661.941,442.892
2.921,684.216,448.104
2.971,706.749,453.19
3.021,729.532,458.149
3.071,752.56,462.98
3.121,775.827,467.694
3.171,799.329,472.376
3.221,823.064,477.046
3.271,847.033,481.702
3.321,871.234,486.345
3.371,895.654,490.44
3.421,920.253,493.503
3.471,944.979,495.535
3.521,969.78,496.536
3.571,994.606,496.508
3.621,1019.407,495.522
3.671,1044.149,494.158
3.721,1068.817,492.545
3.771,1093.398,490.684
# Event BURNOUT occurred at t=3.8 seconds
# Event EJECTION_CHARGE occurred at t=3.8 seconds
3.8,1107.488,489.502
3.843,1128.558,487.67
3.893,1152.889,485.55
3.943,1177.113,483.436
3.993,1201.232,481.326
4.043,1225.246,479.223
4.093,1249.155,477.124
4.143,1272.958,475.03
4.193,1296.658,472.942
4.243,1320.253,470.858
4.293,1343.744,468.78
4.343,1367.131,466.707
4.393,1390.414,464.639
4.443,1413.595,462.575
4.493,1436.672,460.516
4.543,1459.646,458.462
4.593,1482.518,456.413
4.643,1505.288,454.367
4.693,1527.955,452.327
4.743,1550.52,450.291
4.793,1572.984,448.259
4.843,1595.346,446.231
4.893,1617.607,444.207
4.943,1639.767,442.188
4.993,1661.826,440.172
5.043,1683.784,438.16
5.093,1705.642,436.152
5.143,1727.4,434.149
5.193,1749.057,432.148
5.243,1770.615,430.152
5.293,1792.072,428.158
5.343,1813.431,426.169
5.393,1834.689,424.182
5.443,1855.849,422.2
5.493,1876.909,420.222
5.543,1897.871,418.248
5.593,1918.734,416.277
5.643,1939.499,414.311
5.693,1960.165,412.349
5.743,1980.734,410.391
5.793,2001.205,408.437
5.843,2021.578,406.488
5.893,2041.853,404.541
5.943,2062.032,402.599
5.993,2082.113,400.661
6.043,2102.098,398.726
6.093,2121.986,396.795
6.143,2141.778,394.867
6.193,2161.473,392.943
6.243,2181.072,391.022
6.293,2200.575,389.104
6.343,2219.982,387.19
6.393,2239.294,385.278
6.443,2258.51,383.37
6.493,2277.631,381.465
6.543,2296.657,379.564
6.593,2315.588,377.665
6.643,2334.423,375.77
6.693,2353.165,373.877
6.743,2371.811,371.987
6.793,2390.363,370.101
6.843,2408.821,368.217
6.893,2427.185,366.336
6.943,2445.455,364.458
6.993,2463.631,362.583
7.043,2481.713,360.711
7.093,2499.702,358.842
7.143,2517.597,356.975
7.193,2535.4,355.112
7.243,2553.109,353.252
7.293,2570.725,351.394
7.343,2588.248,349.54
7.393,2605.679,347.688
7.443,2623.017,345.839
7.493,2640.263,343.993
7.543,2657.416,342.15
7.593,2674.478,340.309
7.643,2691.447,338.472
7.693,2708.325,336.637
7.743,2725.111,334.805
7.793,2741.806,332.976
7.843,2758.409,331.149
7.893,2774.921,329.325
7.943,2791.341,327.504
7.993,2807.671,325.686
8.043,2823.91,323.87
8.093,2840.058,322.057
8.143,2856.116,320.246
8.193,2872.083,318.437
8.243,2887.959,316.631
8.293,2903.746,314.828
8.343,2919.442,313.026
8.393,2935.049,311.227
8.443,2950.565,309.431
8.493,2965.992,307.636
8.543,2981.329,305.844
8.593,2996.576,304.054
8.643,3011.734,302.266
8.693,3026.803,300.481
8.743,3041.782,298.697
8.793,3056.673,296.916
8.843,3071.474,295.137
8.893,3086.186,293.36
8.943,3100.81,291.585
8.993,3115.345,289.813
9.043,3129.791,288.042
9.093,3144.149,286.274
9.143,3158.419,284.508
9.193,3172.6,282.743
9.243,3186.693,280.981
9.293,3200.698,279.22
9.343,3214.615,277.462
9.393,3228.444,275.706
9.443,3242.186,273.951
9.493,3255.839,272.199
9.543,3269.406,270.449
9.593,3282.884,268.701
9.643,3296.276,266.954
9.693,3309.58,265.21
9.743,3322.797,263.468
9.793,3335.927,261.728
9.843,3348.97,259.99
9.893,3361.926,258.254
9.943,3374.795,256.519
9.993,3387.578,254.787
10.043,3400.274,253.056
10.093,3412.883,251.327
10.143,3425.406,249.6
10.193,3437.843,247.875
10.243,3450.194,246.151
10.293,3462.458,244.43
10.343,3474.637,242.71
10.393,3486.729,240.991
10.443,3498.736,239.274
10.493,3510.657,237.559
10.543,3522.492,235.846
10.593,3534.241,234.134
10.643,3545.905,232.423
10.693,3557.484,230.714
10.743,3568.977,229.007
10.793,3580.384,227.3
10.843,3591.707,225.596
10.893,3602.944,223.893
10.943,3614.096,222.191
10.993,3625.163,220.491
11.043,3636.145,218.791
11.093,3647.042,217.094
11.143,3657.855,215.398
11.193,3668.582,213.703
11.243,3679.225,212.01
11.293,3689.783,210.317
11.343,3700.257,208.626
11.393,3710.646,206.936
11.443,3720.95,205.248
11.493,3731.171,203.56
11.543,3741.306,201.875
11.593,3751.358,200.191
11.643,3761.326,198.508
11.693,3771.209,196.826
11.743,3781.008,195.145
11.793,3790.723,193.466
11.843,3800.355,191.788
11.893,3809.902,190.112
11.943,3819.366,188.436
11.993,3828.746,186.762
12.043,3838.042,185.09
12.093,3847.255,183.419
12.143,3856.384,181.748
12.193,3865.43,180.08
12.243,3874.392,178.412
12.293,3883.271,176.745
12.343,3892.067,175.08
12.393,3900.779,173.416
12.443,3909.408,171.753
12.493,3917.954,170.092
12.543,3926.417,168.431
12.593,3934.797,166.772
12.643,3943.095,165.114
12.693,3951.309,163.457
12.743,3959.44,161.801
12.793,3967.489,160.147
12.843,3975.455,158.493
12.893,3983.338,156.84
12.943,3991.139,155.189
12.993,3998.857,153.538
13.043,4006.493,151.888
13.093,4014.046,150.239
13.143,4021.517,148.592
13.193,4028.905,146.945
13.243,4036.211,145.299
13.293,4043.435,143.655
13.343,4050.577,142.011
13.393,4057.636,140.368
13.443,4064.614,138.725
13.493,4071.509,137.084
13.543,4078.322,135.444
