datetime,serial msg
02-24-2024 12:19:25,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:25,Received: +OK
02-24-2024 12:19:26,GPS
02-24-2024 12:19:26,GPS
02-24-2024 12:19:26,"AT+SEND=0,3,GPS"
02-24-2024 12:19:26,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:26,Received: +OK
02-24-2024 12:19:26,GPS
02-24-2024 12:19:26,GPS
02-24-2024 12:19:26,"AT+SEND=0,3,GPS"
02-24-2024 12:19:26,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:26,Received: +OK
02-24-2024 12:19:27,GPS
02-24-2024 12:19:27,GPS
02-24-2024 12:19:27,"AT+SEND=0,3,GPS"
02-24-2024 12:19:27,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:27,Received: +OK
02-24-2024 12:19:27,GPS
02-24-2024 12:19:27,GPS
02-24-2024 12:19:27,"AT+SEND=0,3,GPS"
02-24-2024 12:19:27,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:27,Received: +OK
02-24-2024 12:19:28,GPS
02-24-2024 12:19:28,GPS
02-24-2024 12:19:28,"AT+SEND=0,3,GPS"
02-24-2024 12:19:28,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:28,Received: +OK
02-24-2024 12:19:28,GPS
02-24-2024 12:19:28,GPS
02-24-2024 12:19:28,"AT+SEND=0,3,GPS"
02-24-2024 12:19:28,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:28,Received: +OK
02-24-2024 12:19:29,GPS
02-24-2024 12:19:29,GPS
02-24-2024 12:19:29,"AT+SEND=0,3,GPS"
02-24-2024 12:19:29,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:29,Received: +OK
02-24-2024 12:19:29,GPS
02-24-2024 12:19:29,GPS
02-24-2024 12:19:29,"AT+SEND=0,3,GPS"
02-24-2024 12:19:29,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:29,Received: +OK
02-24-2024 12:19:30,GPS
02-24-2024 12:19:30,GPS
02-24-2024 12:19:30,"AT+SEND=0,3,GPS"
02-24-2024 12:19:30,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:30,Received: +OK
02-24-2024 12:19:30,GPS
02-24-2024 12:19:30,GPS
02-24-2024 12:19:30,"AT+SEND=0,3,GPS"
02-24-2024 12:19:30,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:30,Received: +OK
02-24-2024 12:19:31,GPS
02-24-2024 12:19:31,GPS
02-24-2024 12:19:31,"AT+SEND=0,3,GPS"
02-24-2024 12:19:31,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:31,Received: +OK
02-24-2024 12:19:31,GPS
02-24-2024 12:19:31,GPS
02-24-2024 12:19:31,"AT+SEND=0,3,GPS"
02-24-2024 12:19:31,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:31,Received: +OK
02-24-2024 12:19:32,GPS
02-24-2024 12:19:32,GPS
02-24-2024 12:19:32,"AT+SEND=0,3,GPS"
02-24-2024 12:19:32,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:32,Received: +OK
02-24-2024 12:19:32,GPS
02-24-2024 12:19:32,GPS
02-24-2024 12:19:32,"AT+SEND=0,3,GPS"
02-24-2024 12:19:32,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:32,Received: +OK
02-24-2024 12:19:33,GPS
02-24-2024 12:19:33,GPS
02-24-2024 12:19:33,"AT+SEND=0,3,GPS"
02-24-2024 12:19:33,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:33,Received: +OK
02-24-2024 12:19:33,GPS
02-24-2024 12:19:33,GPS
02-24-2024 12:19:33,"AT+SEND=0,3,GPS"
02-24-2024 12:19:33,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:33,Received: +OK
02-24-2024 12:19:34,GPS
02-24-2024 12:19:34,GPS
02-24-2024 12:19:34,"AT+SEND=0,3,GPS"
02-24-2024 12:19:34,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:34,Received: +OK
02-24-2024 12:19:34,GPS
02-24-2024 12:19:34,GPS
02-24-2024 12:19:34,"AT+SEND=0,3,GPS"
02-24-2024 12:19:34,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:34,Received: +OK
02-24-2024 12:19:35,GPS
02-24-2024 12:19:35,GPS
02-24-2024 12:19:35,"AT+SEND=0,3,GPS"
02-24-2024 12:19:35,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:35,Received: +OK
02-24-2024 12:19:35,GPS
02-24-2024 12:19:35,GPS
02-24-2024 12:19:35,"AT+SEND=0,3,GPS"
02-24-2024 12:19:35,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:35,Received: +OK
02-24-2024 12:19:36,GPS
02-24-2024 12:19:36,GPS
02-24-2024 12:19:36,"AT+SEND=0,3,GPS"
02-24-2024 12:19:36,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:36,Received: +OK
02-24-2024 12:19:36,GPS
02-24-2024 12:19:36,GPS
02-24-2024 12:19:36,"AT+SEND=0,3,GPS"
02-24-2024 12:19:36,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:36,Received: +OK
02-24-2024 12:19:37,GPS
02-24-2024 12:19:37,GPS
02-24-2024 12:19:37,"AT+SEND=0,3,GPS"
02-24-2024 12:19:37,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:37,Received: +OK
02-24-2024 12:19:37,GPS
02-24-2024 12:19:37,GPS
02-24-2024 12:19:37,"AT+SEND=0,3,GPS"
02-24-2024 12:19:37,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:37,Received: +OK
02-24-2024 12:19:38,GPS
02-24-2024 12:19:38,GPS
02-24-2024 12:19:38,"AT+SEND=0,3,GPS"
02-24-2024 12:19:38,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:38,Received: +OK
02-24-2024 12:19:38,GPS
02-24-2024 12:19:38,GPS
02-24-2024 12:19:38,"AT+SEND=0,3,GPS"
02-24-2024 12:19:38,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:38,Received: +OK
02-24-2024 12:19:39,GPS
02-24-2024 12:19:39,GPS
02-24-2024 12:19:39,"AT+SEND=0,3,GPS"
02-24-2024 12:19:39,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:39,Received: +OK
02-24-2024 12:19:39,GPS
02-24-2024 12:19:39,GPS
02-24-2024 12:19:39,"AT+SEND=0,3,GPS"
02-24-2024 12:19:39,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:39,Received: +OK
02-24-2024 12:19:40,GPS
02-24-2024 12:19:40,GPS
02-24-2024 12:19:40,"AT+SEND=0,3,GPS"
02-24-2024 12:19:40,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:40,Received: +OK
02-24-2024 12:19:40,GPS
02-24-2024 12:19:40,GPS
02-24-2024 12:19:40,"AT+SEND=0,3,GPS"
02-24-2024 12:19:40,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:40,Received: +OK
02-24-2024 12:19:41,GPS
02-24-2024 12:19:41,GPS
02-24-2024 12:19:41,"AT+SEND=0,3,GPS"
02-24-2024 12:19:41,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:41,Received: +OK
02-24-2024 12:19:41,GPS
02-24-2024 12:19:41,GPS
02-24-2024 12:19:41,"AT+SEND=0,3,GPS"
02-24-2024 12:19:41,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:41,Received: +OK
02-24-2024 12:19:42,GPS
02-24-2024 12:19:42,GPS
02-24-2024 12:19:42,"AT+SEND=0,3,GPS"
02-24-2024 12:19:42,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:42,Received: +OK
02-24-2024 12:19:42,GPS
02-24-2024 12:19:42,GPS
02-24-2024 12:19:42,"AT+SEND=0,3,GPS"
02-24-2024 12:19:42,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:42,Received: +OK
02-24-2024 12:19:43,GPS
02-24-2024 12:19:43,GPS
02-24-2024 12:19:43,"AT+SEND=0,3,GPS"
02-24-2024 12:19:43,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:43,Received: +OK
02-24-2024 12:19:43,GPS
02-24-2024 12:19:43,GPS
02-24-2024 12:19:43,"AT+SEND=0,3,GPS"
02-24-2024 12:19:43,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:43,Received: +OK
02-24-2024 12:19:44,GPS
02-24-2024 12:19:44,GPS
02-24-2024 12:19:44,"AT+SEND=0,3,GPS"
02-24-2024 12:19:44,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:44,Received: +OK
02-24-2024 12:19:44,GPS
02-24-2024 12:19:44,GPS
02-24-2024 12:19:44,"AT+SEND=0,3,GPS"
02-24-2024 12:19:44,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:44,Received: +OK
02-24-2024 12:19:45,GPS
02-24-2024 12:19:45,GPS
02-24-2024 12:19:45,"AT+SEND=0,3,GPS"
02-24-2024 12:19:45,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:45,Received: +OK
02-24-2024 12:19:45,GPS
02-24-2024 12:19:45,GPS
02-24-2024 12:19:45,"AT+SEND=0,3,GPS"
02-24-2024 12:19:45,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:45,Received: +OK
02-24-2024 12:19:46,GPS
02-24-2024 12:19:46,GPS
02-24-2024 12:19:46,"AT+SEND=0,3,GPS"
02-24-2024 12:19:46,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:46,Received: +OK
02-24-2024 12:19:46,GPS
02-24-2024 12:19:46,GPS
02-24-2024 12:19:46,"AT+SEND=0,3,GPS"
02-24-2024 12:19:46,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:46,Received: +OK
02-24-2024 12:19:47,GPS
02-24-2024 12:19:47,GPS
02-24-2024 12:19:47,"AT+SEND=0,3,GPS"
02-24-2024 12:19:47,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:47,Received: +OK
02-24-2024 12:19:47,GPS
02-24-2024 12:19:47,GPS
02-24-2024 12:19:47,"AT+SEND=0,3,GPS"
02-24-2024 12:19:47,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:47,Received: +OK
02-24-2024 12:19:48,GPS
02-24-2024 12:19:48,GPS
02-24-2024 12:19:48,"AT+SEND=0,3,GPS"
02-24-2024 12:19:48,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:48,Received: +OK
02-24-2024 12:19:48,GPS
02-24-2024 12:19:48,GPS
02-24-2024 12:19:48,"AT+SEND=0,3,GPS"
