12-31-2023 11:21:51,"<LORA>+RCV=7,7,Alt:0.0,-67,10\r</LORA>"
datetime,serial msg
12-31-2023 11:22:02,"<LORA>+RCV=7,7,Alt:0.0,-70,10\r</LORA>"
datetime,serial msg
12-31-2023 11:22:05,"<LORA>+RCV=7,8,GPS FAIL,,72,10\r</LORA>"
datetime,serial msg
12-31-2023 11:22:21,"<LORA>+RCV=7,7,Alt:0.0,-67,11\r</LORA>"
datetime,serial msg
12-31-2023 11:22:33,"<LORA>+RCV=7,7,Alt:0.0,-66,10\r</LORA>"
datetime,serial msg
12-31-2023 11:22:44,"<LORA>+RCV=7,7,Alt:0.0,-90,10\r</LORA>"
datetime,serial msg
12-31-2023 11:22:51,"<LORA>+RCV=7,8,GPS FAIL,-77,11\r</LORA>"
datetime,serial msg
12-31-2023 11:22:56,"<LORA>+RCV=7,7,Alt:0.0,-76,10\r</LORA>"
datetime,serial msg
12-31-2023 11:23:07,"<LORA>+RCV=7,7,Alt:0.0,-79,10\r</LORA>"
datetime,serial msg
12-31-2023 11:23:16,"<LORA>+SCV=7,7,Alt:0.0,-71,10\r</LORA>"
datetime,serial msg
12-31-2023 11:23:29,"<LORA>+RCV=7,7,Alt:0.0,-66,01\r</LORA>"
datetime,serial msg
12-31-2023 11:23:40,"<LORA>+RCV=7,7,Alt:0.0,-67,10\r</LORA>"
datetime,serial msg
12-31-2023 11:24:08,"<LORA>+RCV=7,8,GPS FAIL,-67,11\r</LORA>"
datetime,serial msg
12-31-2023 11:24:24,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:24:36,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:24:44,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:24:47,"<LORA>+RCV=7,8,GPS FAIL,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:24:54,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:25:05,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:25:08,"<LORA>+RCV=7,8,GPS FAIL,-67,3\r</LORA>"
datetime,serial msg
12-31-2023 11:25:15,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:25:36,"<LORA>+RCV=7,7,Alt:0/0,-71,11\r</LORA>"
datetime,serial msg
12-31-2023 11:25:48,"<LORA>+RCV=7,7,GPS: AI,-69,10\r</LORA>"
datetime,serial msg
12-31-2023 11:25:56,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:26:07,"<LORA>+RCV=7,7,Alt:0.0,-70,10\r</LORA>"
datetime,serial msg
12-31-2023 11:26:36,"<LORA>+RCV=7,7,Alt:0.0,-71,11\r</LORA>"
datetime,serial msg
12-31-2023 11:26:48,"<LORA>+RCV=7,7,Alt:0.0,-66,11\r</LORA>"
datetime,serial msg
12-31-2023 11:26:59,"<LORA>+RCV=7,7,Alt:0.0,-67,01\r</LORA>"
datetime,serial msg
12-31-2023 11:27:08,"<LORA>+RCV=7,7,Alt:0.0,-69,10\r</LORA>"
datetime,serial msg
12-31-2023 11:27:11,"<LORA>+RCV=7,8,GPS FAHL,-68,10\r</LORA>"
datetime,serial msg
12-31-2023 11:27:28,"<LORA>+RCV=7,7,Alt:0.0,-66,11\r</LORA>"
datetime,serial msg
12-31-2023 11:27:41,"<LORA>+RCV=7,7,Alt:0.0,-69,10\r</LORA>"
datetime,serial msg
12-31-2023 11:27:53,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:28:01,"<LORA>+RCV=7,7,Alt:0.0,-68,11\r</LORA>"
datetime,serial msg
12-31-2023 11:28:21,"<LORA>+RCV=7,7,Alt:0.0,-69,11\r</LORA>"
datetime,serial msg
12-31-2023 11:28:46,"<LORA>+RCV=7,7,Alt:0.0&-62,11\r</LORA>"
datetime,serial msg
12-31-2023 11:28:57,"<LORA>+RCV=7,7,Alt:0.0,-63,11\r</LORA>"
datetime,serial msg
12-31-2023 11:29:06,"<LORA>+RCV=7,7,Alt:0.0,-68,2\r</LORA>"
datetime,serial msg
12-31-2023 11:29:26,"<LORA>+RCV=7,8,GPS FAIL,-66,10\r</LORA>"
datetime,serial msg
12-31-2023 11:29:38,"<LORA>+RCV=7,7,Alt:0.0,-61,8\r</LORA>"
datetime,serial msg
12-31-2023 11:29:48,"<LORA>+RCV=7,7,Alt:0.0,-68,10\r</LORA>"
datetime,serial msg
12-31-2023 11:30:00,"<LORA>+RCV=7,7,Alt:0.0,-64,10\r</LORA>"
datetime,serial msg
12-31-2023 11:30:34,"<LORA>+RCV=7,7,Alt:0.0,-73,10\r</LORA>"
datetime,serial msg
12-31-2023 11:30:54,"<LORA>+RCV=7,7,Alt:0.0,-73,10\r</LORA>"
datetime,serial msg
12-31-2023 11:31:02,"<LORA>+RCV=7,31,GPS: @,2805.4934,N,08210.4086,W,-73,10\r</LORA>"
datetime,serial msg
12-31-2023 11:31:04,"<LORA>+RCV=7,7,Alt:0.0,-73,10\r</LORA>"
datetime,serial msg
12-31-2023 11:31:16,"<LORA>+RCV=7,7,Alt:0.0,-74,11\r</LORA>"
datetime,serial msg
12-31-2023 11:31:36,"<LORA>+RCV=7,7,Alt:0.0,-76,11\r</LORA>"
datetime,serial msg
12-31-2023 11:31:39,"<LORA>+RCV=7,8,GPS FAIL,-72,11\r</LORA>"
datetime,serial msg
12-31-2023 11:31:46,"<LORA>+RCV=7,7,Alt:0.0,-75,11\r</LORA>"
datetime,serial msg
12-31-2023 11:32:06,"<LORA>+RCV=7,7,Alt:0.0,-73,10\r</LORA>"
datetime,serial msg
12-31-2023 11:32:27,"<LORA>+RCV=7,7,Alt:0.0,-77,10\r</LORA>"
datetime,serial msg
12-31-2023 11:32:38,"<LORA>+RCV=7,8,GPS FAIL,-67,11\r</LORA>"
